%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,0,0,17.4667,21.9286,29.9963,0,5.83333,16.5855,road-block
0,0,0,7,0,12.6667,0,0,0,road-block
0,0,0,0,0,0,0,0,26.2222,road-block
0,30.0426,30.7857,27.625,4,15.5417,18.8889,34.5208,17.1487,road-block
0,11.8889,0,36.5,20.2222,26.4583,29.45,34.5453,10.9996,road-block
0,0,34.1,9.25,32.2222,33.2361,21.6999,22.4333,10.0111,road-block
0,0,37.1333,12.1692,8.8,29.1252,26.332,8.7,13.7412,road-block
18,0,0,26.4716,8.5,22.2469,19.6783,34,13.4253,road-block
15,0,0,20.4718,0,24.2634,36,22.75,7.33333,road-block
7.67857,12.5278,0,13.5676,0,29.3278,33.908,6.5,13.0737,road-block
35.1274,12.9476,9.72896,23.4183,6.5,10.3667,27.6028,35.4027,9,road-block
33.1944,23.8727,9.41049,12.25,7.90377,16.2083,29.9445,25.1192,8.19667,road-block
31.4278,18.6324,11.9231,16.2222,0,15.8444,19.7,28.5434,7.5,road-block
20.2222,33.0714,0,15.054,14.4167,19.1739,16.0908,36.8037,13.5323,road-block
30.3844,3.71573,15.7329,25.65,2.25,13.9167,23.7282,22.373,12.328,road-block
25.3074,23.4461,18.282,10.7299,23.9095,27.7348,20.1369,31.6533,11.829,road-block
24.9993,12.7937,15.821,11.1528,16.5556,35.125,20.489,38.25,18.0759,road-block
30.1423,17.3748,29.3725,9,17.5289,23.3663,20.6499,32.0841,10,road-block
22.0333,8.52083,25.6188,13.227,2.25,17.416,20.8584,35.5,16.316,road-block
24.001,15.9167,23.3234,4.16667,21,34.442,17.5552,37.7333,15.8823,road-block
33,4.66667,0,17.9259,0,15.5392,14.91,30.1778,12.2521,road-block
0,37,36.2424,8.83333,0,22.2313,13.2864,26.4936,0,road-block
0,5.5,0,12.5667,15.3333,35.4685,19.5143,17.75,16.7681,road-block
12.8974,0,0,3.16667,0,33.7466,7.43186,31.125,14.4245,road-block
0,0,38.3333,17.3519,10,22.7553,5.43627,33.6299,5.33333,road-block
36,0,37.9778,33.1389,3.14815,10.7005,6.88554,0,0,road-block
0,0,36.6218,13.1068,0,28.1197,22.9667,38.5,6.75741,road-block
10.0677,0,33.6667,3.125,5.5,32.997,19.612,39.5,15.4899,road-block
0,0,32.3387,9.15079,0,31.2197,28.0576,29.75,13.0919,road-block
1.75,0,24.6687,5.61534,0,21.9049,25.0264,0,15.4412,road-block
15.0855,0,28.9747,7.4,0,39.2778,17.9332,18.3333,22.4352,road-block
24.1951,24.5495,16.9686,5.125,0,17.625,16.9345,0,21.2055,road-block
25.554,2.72593,9.70782,6.875,0,18.25,17.2887,38.1667,18.4827,road-block
30.5358,10.9118,13.3191,10.9208,9.5,29.2463,14.4165,29.6696,11.416,road-block
28.8072,15.3667,21.8503,11.1481,0,8.16667,18.6018,37.75,19.7066,road-block
18.4583,0,0,11.6667,2.5,20.1404,21.5253,31.716,7.12644,road-block
18.2447,10.2381,25.4314,11.5833,3.16667,21.2857,13.3456,32.0123,12.9195,road-block
21.7194,35.3889,24.9597,2.5947,12.25,27.4333,14.0881,33.3295,11.9314,road-block
26.9303,7.41975,9.55482,6.25,8.25,16.5833,22.781,33,11.1765,road-block
23.6444,14.7194,10.2917,11.5,16.8667,36.3342,16.7093,35.125,19.5813,road-block
28.7408,0,27.1869,8.25,17.5,15.4,16.2652,33.4551,14.6807,road-block
19.1265,21.425,0,4.61111,24.5926,29.5632,17.8252,32.7679,11.9254,road-block
22.9135,8.00833,0,10.037,25.375,22.7097,13.4164,27.1874,5.77667,road-block
0,7,21.7399,26.3482,11.3704,19.6285,17.6901,35.362,8.27362,road-block
13.4312,9.52652,21.0519,2.59722,35.75,18,21.5731,17.25,23.1308,road-block
34.3517,12.1037,22.8527,26.5844,6.40741,14.7115,19.0256,32.5654,13.0501,road-block
25.7508,0,19.0958,8.26296,0,26.6151,16.265,39,17.9519,road-block
23.8558,17.2529,13.8947,11.1402,1,25.4222,16.9796,35.9643,11.704,road-block
20.2591,36.7222,17.4145,12.9746,4,24.8316,18.1246,34.4286,13.9346,road-block
32.263,21.3536,0,23.1844,22.8965,6.16667,8.74696,20.2676,0,road-block
27.9384,0,0,16.8611,9.43056,12.2815,12.6458,35.7857,21.514,road-block
25.709,25.3917,0,7.67901,20.7778,22.6667,29.9316,14.7947,7.98647,road-block
26.7501,14.3278,0,4.86961,5,27.4822,13.245,29.4846,9.20748,road-block
12.766,2,17.1429,17.9782,32.2821,23.8495,19.8946,32.1363,7.62374,road-block
19.7057,20.6111,0,16.3056,9.66667,22.2778,24.9279,14.5,18.0648,road-block
32.8698,13.2857,14.2206,25.8111,0,20.7452,20.0513,29.489,7,road-block
19.2785,36.6667,28.053,8.3,5,35.0926,9.85547,36.428,17.0486,road-block
26.4426,5,17.2636,23.4903,9.875,13.7401,21.096,29.0864,11.6828,road-block
24.7756,0,23.2251,31.1111,0,11.8201,19.6275,28.3369,5.12037,road-block
24.2902,8.51333,14.684,13.142,0,19.0472,15.2987,32.2833,12.4884,road-block
0,0,8.33333,16.5926,25.1451,16.0026,16.1333,20.6786,0,road-block
15.8491,0,19.6976,7.53788,0,34,26.2181,0,17.1043,road-block
0,0,16.8585,5.67556,0,35.3333,27.8148,30.8333,18.1386,road-block
5.33333,0,29.802,11.8318,0,37.4141,31.1508,0,24.8333,road-block
3.83333,0,33.5538,15.4457,0,32.1532,33.2955,9.83333,16.3576,road-block
0,0,40,0,0,34.7083,0,0,0,road-block
12,0,25.3696,0,0,26.3333,0,0,27.05,road-block
0,0,35.8333,11.6111,0,19.7444,15.6356,36,8.9,road-block
9.14286,0,15.2179,0,0,15.0385,15.312,31.6467,6.83751,road-block
4.03333,0,0,2.5,0,0,0,0,0,road-block
9.23056,0,0,22.0833,0,0,5.1875,0,36.5487,road-block
8.4817,0,0,19,0,23.8012,7.89655,39.1111,14.1754,road-block
24.75,0,0,0,0,20.25,12.1366,0,25.6054,road-block
0,0,23.3001,6,0,30.7222,0,0,36.6984,road-block
0,0,0,0,0,28.6386,15.6952,37.5,9.89511,road-block
