%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  White_Pixel_0 NUMERIC
@ATTRIBUTE  White_Pixel_1 NUMERIC
@ATTRIBUTE  White_Pixel_2 NUMERIC
@ATTRIBUTE  White_Pixel_3 NUMERIC
@ATTRIBUTE  White_Pixel_4 NUMERIC
@ATTRIBUTE  White_Pixel_5 NUMERIC
@ATTRIBUTE  White_Pixel_6 NUMERIC
@ATTRIBUTE  White_Pixel_7 NUMERIC
@ATTRIBUTE  White_Pixel_8 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
158,-158,23,256,-256,23,323,-323,19,75,-75,5,273,-273,14,338,-338,6,234,-234,4,267,-267,18.5,245,-245,5.5,gas
185,-185,54,266,-266,58,272,-272,30,142,-142,18,359,-359,25,263,-263,24.5,459,-459,14.5,388,-388,21.5,89,-89,4.5,gas
96,-96,29,249,-249,24,169,-169,5,12,-12,0,297,-297,8,361,-361,5,367,-367,26.5,326,-326,20,84,-84,12,gas
154,-154,23,281,-281,28,206,-206,21,147,-147,21,197,-197,18,366,-366,17.5,334,-334,13.5,323,-323,10.5,84,-84,9.5,gas
172,-172,31,341,-341,41.5,8,-8,0,263,-263,28.5,319,-319,23.5,42,-42,0,303,-303,22.5,196,-196,9,180,-180,12,gas
182,-182,40,228,-228,11,218,-218,20,152,-152,26.5,176,-176,31.5,217,-217,13.5,165,-165,24,211,-211,16.5,100,-100,15,gas
201,-201,8,187,-187,20,238,-238,24,135,-135,12,180,-180,13,131,-131,24.5,153,-153,24,212,-212,41.5,143,-143,27.5,gas
241,-241,19.5,206,-206,17,147,-147,21.5,112,-112,22.5,143,-143,25,150,-150,27,122,-122,14,76,-76,12,149,-149,22,gas
140,-140,13,191,-191,26,180,-180,21,125,-125,9,225,-225,23.5,166,-166,12.5,230,-230,20,144,-144,4,120,-120,16.5,gas
229,-229,29,143,-143,27,161,-161,40.5,167,-167,23,226,-226,38,238,-238,28,121,-121,13,105,-105,15,204,-204,19.5,gas
207,-207,12,378,-378,27,391,-391,23.5,204,-204,40.5,351,-351,47.5,232,-232,34,373,-373,17,422,-422,20.5,322,-322,36,gas
214,-214,18.5,363,-363,56,351,-351,16.5,234,-234,44.5,315,-315,40.5,241,-241,41.5,420,-420,18.5,357,-357,19,260,-260,37.5,gas
260,-260,7,434,-434,16.5,415,-415,18.5,237,-237,37.5,350,-350,53,223,-223,27,277,-277,61,418,-418,39.5,339,-339,42.5,gas
282,-282,34.5,254,-254,17.5,402,-402,33,340,-340,33.5,280,-280,37,221,-221,33.5,301,-301,27,306,-306,40.5,312,-312,45.5,gas
285,-285,30,313,-313,34.5,294,-294,20,277,-277,44.5,223,-223,44,271,-271,36,275,-275,41,269,-269,42,294,-294,38,gas
118,-118,4.5,162,-162,9,22,-22,2.5,125,-125,15,129,-129,11.5,222,-222,13.5,34,-34,3,149,-149,10,127,-127,27,gas
154,-154,17.5,125,-125,29.5,116,-116,7.5,198,-198,5.5,197,-197,14.5,167,-167,15,93,-93,1,171,-171,13.5,102,-102,9.5,gas
128,-128,20.5,103,-103,7.5,87,-87,6.5,78,-78,6,184,-184,9.5,159,-159,10.5,19,-19,0,165,-165,9,173,-173,15,gas
113,-113,10.5,139,-139,10.5,98,-98,3.5,92,-92,12,186,-186,14.5,120,-120,3.5,90,-90,13,131,-131,27,155,-155,27,gas
142,-142,17.5,141,-141,13.5,134,-134,12,116,-116,9.5,150,-150,17.5,145,-145,13.5,101,-101,8.5,126,-126,17,144,-144,42,gas
190,-190,16,103,-103,7.5,119,-119,14.5,101,-101,6,270,-270,10.5,144,-144,4.5,82,-82,16,189,-189,7,132,-132,18,gas
108,-108,14,202,-202,8.5,131,-131,2,104,-104,4,190,-190,6,162,-162,2.5,116,-116,3.5,98,-98,3,105,-105,7,gas
288,-288,54.5,78,-78,4.5,145,-145,15,180,-180,15,176,-176,14,184,-184,17.5,126,-126,9,137,-137,15,135,-135,21,gas
152,-152,15.5,195,-195,28,144,-144,12.5,250,-250,21.5,238,-238,27.5,233,-233,29,276,-276,35,103,-103,9.5,110,-110,17.5,gas
164,-164,8,171,-171,17,62,-62,9,208,-208,18,170,-170,10,171,-171,16.5,118,-118,5,139,-139,16.5,116,-116,22,gas
143,-143,42,212,-212,52.5,180,-180,21.5,163,-163,22,194,-194,22.5,140,-140,23,158,-158,13,105,-105,24.5,208,-208,10,gas
188,-188,10.5,140,-140,26.5,152,-152,30,152,-152,16,156,-156,21,140,-140,15,175,-175,25.5,139,-139,9.5,115,-115,14.5,gas
203,-203,16.5,149,-149,18,135,-135,7.5,153,-153,17.5,157,-157,19,134,-134,8.5,184,-184,19.5,164,-164,18.5,103,-103,10,gas
178,-178,10.5,173,-173,24,141,-141,18.5,116,-116,19.5,139,-139,17.5,111,-111,5,138,-138,15,165,-165,30,160,-160,13.5,gas
171,-171,9.5,153,-153,11.5,161,-161,13.5,141,-141,37,157,-157,19.5,132,-132,18,175,-175,19.5,140,-140,16.5,174,-174,12.5,gas
249,-249,33,225,-225,17.5,219,-219,50.5,116,-116,10.5,349,-349,11.5,230,-230,0,0,0,0,479,-479,0,250,-250,0,gas
306,-306,55,247,-247,28.5,294,-294,36,183,-183,25,356,-356,9,225,-225,2,4,-4,0,359,-359,5,426,-426,8,gas
395,-395,24.5,340,-340,8.5,250,-250,10.5,222,-222,9,246,-246,11,211,-211,2.5,271,-271,9.5,350,-350,7,235,-235,7,gas
232,-232,9,372,-372,9.5,378,-378,17.5,235,-235,20,237,-237,12,228,-228,15,273,-273,8.5,426,-426,9.5,289,-289,8,gas
163,-163,15,349,-349,43,351,-351,25.5,177,-177,4,406,-406,35.5,296,-296,13,169,-169,11,487,-487,18,293,-293,22,gas
153,-153,14.5,189,-189,8.5,161,-161,5.5,139,-139,25,126,-126,23.5,112,-112,9,185,-185,15.5,155,-155,15.5,134,-134,7.5,gas
176,-176,10.5,168,-168,11,187,-187,9.5,125,-125,19,124,-124,20,111,-111,6,102,-102,11,134,-134,22,95,-95,15.5,gas
142,-142,12.5,210,-210,11,161,-161,5.5,124,-124,19,124,-124,12,114,-114,20,171,-171,11.5,82,-82,6.5,132,-132,13.5,gas
176,-176,12,129,-129,6.5,138,-138,14.5,97,-97,13.5,86,-86,3,101,-101,6,112,-112,13.5,130,-130,20.5,143,-143,8,gas
171,-171,17,139,-139,10,121,-121,13,102,-102,5.5,71,-71,7,87,-87,12.5,105,-105,6.5,61,-61,2.5,123,-123,9.5,gas
145,-145,29.5,137,-137,16.5,137,-137,32,98,-98,6,184,-184,14,201,-201,8.5,192,-192,0,136,-136,3.5,216,-216,17,gas
157,-157,25.5,207,-207,19.5,147,-147,22.5,127,-127,11.5,121,-121,9.5,275,-275,4.5,174,-174,0,233,-233,19,144,-144,13,gas
200,-200,15,72,-72,7,127,-127,18,161,-161,14.5,170,-170,11.5,140,-140,1,110,-110,4,99,-99,12.5,124,-124,14,gas
124,-124,14.5,155,-155,20,144,-144,11,106,-106,11.5,97,-97,6.5,263,-263,8.5,37,-37,1,147,-147,5,194,-194,5,gas
168,-168,17.5,180,-180,22.5,188,-188,51,236,-236,14,168,-168,7,160,-160,6,158,-158,2.5,145,-145,13,169,-169,1,gas
231,-231,38.5,251,-251,48.5,144,-144,22.5,69,-69,4.5,292,-292,7,195,-195,7.5,95,-95,0,209,-209,8,171,-171,5,gas
194,-194,50.5,239,-239,21,198,-198,22,187,-187,9.5,267,-267,11,234,-234,19.5,152,-152,24.5,183,-183,31.5,195,-195,18,gas
141,-141,50.5,354,-354,25,191,-191,27,237,-237,24,242,-242,27,226,-226,22.5,364,-364,14,162,-162,15.5,101,-101,15.5,gas
173,-173,23.5,320,-320,22.5,123,-123,14,208,-208,20.5,278,-278,25,249,-249,25,189,-189,18,139,-139,13,220,-220,43.5,gas
296,-296,28.5,229,-229,5,50,-50,1,219,-219,21.5,342,-342,24,219,-219,15.5,138,-138,34.5,232,-232,18,211,-211,19,gas
118,-118,2,165,-165,6,207,-207,17.5,223,-223,28,165,-165,24.5,163,-163,15.5,82,-82,4.5,175,-175,12.5,99,-99,13.5,gas
147,-147,13,136,-136,20.5,146,-146,23.5,126,-126,16,118,-118,4,159,-159,18.5,171,-171,9,66,-66,3.5,149,-149,14.5,gas
104,-104,19,176,-176,22.5,172,-172,12,93,-93,10,111,-111,14.5,115,-115,25.5,126,-126,21.5,125,-125,12,120,-120,10.5,gas
168,-168,20,124,-124,30.5,130,-130,18,98,-98,10.5,108,-108,5,103,-103,20,148,-148,12.5,89,-89,9.5,113,-113,13.5,gas
170,-170,12.5,123,-123,10.5,122,-122,5,136,-136,21.5,104,-104,12,113,-113,27,107,-107,12.5,105,-105,10.5,122,-122,15.5,gas
62,-62,6.5,52,-52,4.5,46,-46,3,54,-54,0,57,-57,3.5,50,-50,6,78,-78,9.5,37,-37,13,17,-17,3.5,gas
48,-48,2.5,39,-39,5,54,-54,4.5,35,-35,3,29,-29,0,32,-32,0,33,-33,4.5,24,-24,5,39,-39,5.5,gas
49,-49,2,50,-50,3.5,75,-75,6.5,40,-40,0,48,-48,0,38,-38,0,40,-40,9,10,-10,0,52,-52,5,gas
74,-74,4.5,61,-61,7,56,-56,9,46,-46,5.5,42,-42,0,42,-42,1.5,38,-38,2.5,32,-32,2.5,40,-40,0,gas
67,-67,4,53,-53,5.5,57,-57,7,35,-35,0,39,-39,0,42,-42,0,30,-30,5.5,26,-26,0,44,-44,6.5,gas
218,-218,38.5,301,-301,23,252,-252,57,228,-228,11.5,335,-335,22,442,-442,14.5,3,-3,0,353,-353,1,451,-451,16,gas
473,-473,61.5,96,-96,19,198,-198,19.5,246,-246,19.5,276,-276,10.5,419,-419,16.5,140,-140,0,494,-494,6,299,-299,4,gas
344,-344,40,292,-292,19,134,-134,20.5,255,-255,22,416,-416,28,239,-239,28,71,-71,1,435,-435,2,265,-265,22,gas
192,-192,5.5,279,-279,24,44,-44,8,253,-253,29.5,322,-322,40.5,259,-259,28,55,-55,3,347,-347,14.5,288,-288,21,gas
386,-386,13.5,187,-187,9,72,-72,11,185,-185,10,244,-244,21,263,-263,25,281,-281,17,246,-246,14,275,-275,21,gas
173,-173,17,162,-162,27,102,-102,11.5,39,-39,2,233,-233,15,226,-226,15.5,0,0,0,157,-157,3.5,233,-233,14,gas
132,-132,30.5,127,-127,22.5,94,-94,10.5,174,-174,21,172,-172,23.5,210,-210,25,41,-41,4,164,-164,7.5,206,-206,20,gas
124,-124,19.5,100,-100,14,74,-74,8.5,104,-104,8.5,207,-207,13.5,162,-162,19,59,-59,9.5,110,-110,16.5,145,-145,18.5,gas
182,-182,19.5,52,-52,25.5,144,-144,29,199,-199,18,163,-163,14.5,170,-170,11.5,149,-149,26.5,181,-181,21,139,-139,19,gas
200,-200,23.5,150,-150,10.5,103,-103,18,179,-179,24,298,-298,25.5,129,-129,9.5,270,-270,22,195,-195,36,63,-63,9.5,gas
203,-203,19.5,210,-210,57.5,217,-217,41,293,-293,29,163,-163,23.5,239,-239,31.5,215,-215,31.5,155,-155,14.5,101,-101,13,gas
174,-174,25.5,164,-164,34,164,-164,18.5,156,-156,15.5,145,-145,23.5,66,-66,3,200,-200,11.5,218,-218,14.5,153,-153,8,gas
197,-197,13,184,-184,18,103,-103,7.5,163,-163,33.5,156,-156,11,137,-137,13,202,-202,12.5,148,-148,19.5,148,-148,21,gas
201,-201,12.5,196,-196,14.5,205,-205,9.5,133,-133,16.5,121,-121,7,142,-142,13,154,-154,29.5,62,-62,6.5,166,-166,15.5,gas
144,-144,36.5,199,-199,31,185,-185,18.5,166,-166,27,165,-165,20.5,169,-169,16,223,-223,22.5,81,-81,10,191,-191,14.5,gas
184,-184,22.5,462,-462,80,304,-304,51,381,-381,52,368,-368,38.5,281,-281,42.5,249,-249,36.5,445,-445,50,351,-351,88,gas
289,-289,33,343,-343,58.5,254,-254,28.5,282,-282,44,273,-273,13.5,320,-320,15,248,-248,35,363,-363,44,379,-379,22.5,gas
323,-323,43.5,432,-432,39,157,-157,20.5,229,-229,30,442,-442,29,309,-309,48.5,160,-160,23,336,-336,32.5,295,-295,44.5,gas
339,-339,46.5,572,-572,57.5,5,-5,0,209,-209,30.5,621,-621,24,76,-76,11.5,209,-209,33,309,-309,33.5,338,-338,16.5,gas
216,-216,38,379,-379,67.5,299,-299,32,298,-298,41,416,-416,42,164,-164,26.5,512,-512,32.5,325,-325,15,217,-217,21,gas
189,-189,13.5,255,-255,70.5,126,-126,22.5,165,-165,10.5,221,-221,16.5,296,-296,9,47,-47,7,272,-272,9,194,-194,7.5,gas
208,-208,20.5,206,-206,27,118,-118,19,126,-126,9.5,148,-148,4.5,322,-322,18.5,0,0,0,331,-331,8,173,-173,14,gas
160,-160,17.5,127,-127,8.5,117,-117,12.5,155,-155,16.5,288,-288,10.5,184,-184,11.5,71,-71,1,241,-241,8,181,-181,7,gas
169,-169,41.5,320,-320,20,62,-62,7.5,157,-157,10.5,179,-179,5.5,346,-346,24,61,-61,3,326,-326,14.5,220,-220,20.5,gas
154,-154,12,215,-215,16,214,-214,18.5,80,-80,2,259,-259,13.5,390,-390,12.5,136,-136,5,171,-171,23,253,-253,9,gas
145,-145,43,122,-122,5.5,159,-159,8.5,166,-166,25.5,114,-114,15,149,-149,17,151,-151,6,164,-164,24.5,169,-169,12.5,gas
166,-166,7,173,-173,17,160,-160,16.5,124,-124,31,144,-144,21,133,-133,19,193,-193,12,94,-94,6,176,-176,10.5,gas
159,-159,13,152,-152,8.5,175,-175,8.5,108,-108,15.5,95,-95,3,95,-95,12.5,128,-128,7.5,60,-60,6.5,98,-98,8,gas
191,-191,10,185,-185,9.5,173,-173,8.5,119,-119,10,114,-114,2.5,129,-129,15,95,-95,10.5,114,-114,8.5,140,-140,11.5,gas
186,-186,19,147,-147,16,157,-157,30.5,125,-125,11.5,127,-127,9,125,-125,9.5,120,-120,15.5,108,-108,18,155,-155,15.5,gas
211,-211,12,227,-227,7,130,-130,5.5,131,-131,20,141,-141,6,154,-154,21,159,-159,13,178,-178,18.5,207,-207,47,gas
137,-137,8.5,173,-173,10,165,-165,11.5,97,-97,8,95,-95,4,96,-96,0,139,-139,8.5,134,-134,9.5,103,-103,5.5,gas
195,-195,12.5,171,-171,9,87,-87,5,105,-105,0,138,-138,3,108,-108,2,114,-114,5,122,-122,11.5,113,-113,8.5,gas
156,-156,27,172,-172,13.5,100,-100,22,91,-91,0,72,-72,1,66,-66,1,99,-99,7,93,-93,6.5,136,-136,9.5,gas
140,-140,10.5,124,-124,15.5,112,-112,4.5,78,-78,5,65,-65,8.5,57,-57,0,85,-85,9.5,61,-61,4.5,94,-94,11.5,gas
238,-238,13.5,265,-265,38,161,-161,20.5,78,-78,4,187,-187,18.5,379,-379,11.5,25,-25,0,300,-300,19,304,-304,4,gas
254,-254,12,300,-300,26,207,-207,23.5,167,-167,7,256,-256,18.5,311,-311,11.5,31,-31,3.5,223,-223,28.5,213,-213,46,gas
229,-229,23,287,-287,28,186,-186,21.5,255,-255,20.5,231,-231,9.5,206,-206,24,132,-132,7,270,-270,14,144,-144,21,gas
342,-342,31,324,-324,14,190,-190,14.5,129,-129,19,251,-251,11.5,428,-428,29.5,51,-51,10,276,-276,37,233,-233,30,gas
261,-261,26,373,-373,15.5,134,-134,11.5,119,-119,17.5,330,-330,21,290,-290,23.5,136,-136,28,218,-218,25.5,174,-174,14.5,gas
23,-23,3,55,-55,8.5,33,-33,6,33,-33,5.5,44,-44,4,46,-46,1,38,-38,6,7,-7,1,30,-30,0,gas
45,-45,8,37,-37,8,64,-64,9.5,75,-75,7.5,39,-39,1.5,49,-49,2,47,-47,3,2,-2,0,18,-18,2.5,gas
84,-84,8.5,67,-67,5.5,49,-49,3.5,58,-58,8,38,-38,4,49,-49,2,30,-30,5.5,33,-33,8.5,60,-60,8.5,gas
48,-48,3,89,-89,2.5,39,-39,7,56,-56,2,47,-47,2.5,35,-35,2.5,15,-15,1.5,35,-35,5.5,54,-54,2.5,gas
65,-65,11,22,-22,2,27,-27,4,49,-49,6,72,-72,9.5,49,-49,2,38,-38,4.5,41,-41,6.5,34,-34,2,gas
404,-404,26,306,-306,11.5,262,-262,25,328,-328,0,507,-507,18,254,-254,8,236,-236,0,480,-480,25.5,348,-348,14,gas
313,-313,14.5,355,-355,16.5,145,-145,10.5,143,-143,8,270,-270,10.5,446,-446,21.5,73,-73,1,381,-381,7,243,-243,9,gas
268,-268,32,357,-357,28.5,178,-178,24,135,-135,7,403,-403,13.5,390,-390,20.5,161,-161,6.5,296,-296,10,243,-243,17.5,gas
219,-219,21.5,351,-351,34,124,-124,13,160,-160,10.5,337,-337,18.5,311,-311,24,92,-92,9,217,-217,10.5,164,-164,4,gas
223,-223,18.5,451,-451,25.5,82,-82,51.5,217,-217,11.5,387,-387,26,345,-345,40,140,-140,7,342,-342,29,93,-93,12,gas
131,-131,0,62,-62,2,217,-217,18,181,-181,11.5,423,-423,8,229,-229,7.5,229,-229,23,77,-77,5,103,-103,3,injury
169,-169,11.5,241,-241,3.5,262,-262,37,139,-139,4,243,-243,7,136,-136,3,194,-194,16.5,37,-37,8,167,-167,25,injury
94,-94,15,78,-78,4,200,-200,22,273,-273,9.5,361,-361,3.5,233,-233,20.5,253,-253,23,30,-30,6,86,-86,23.5,injury
110,-110,8,79,-79,2,163,-163,29.5,243,-243,9.5,357,-357,4.5,241,-241,26,228,-228,18,72,-72,6,98,-98,23.5,injury
204,-204,49,55,-55,2.5,122,-122,18,191,-191,10,275,-275,8.5,182,-182,15,151,-151,9,60,-60,1,161,-161,20.5,injury
105,-105,9,49,-49,4,92,-92,16.5,166,-166,16,252,-252,4,174,-174,17,43,-43,1,63,-63,0,38,-38,3,injury
99,-99,0,100,-100,0,99,-99,16,82,-82,7.5,152,-152,9,86,-86,7,138,-138,14,13,-13,0,106,-106,16,injury
40,-40,0,4,-4,0,82,-82,13,108,-108,5,228,-228,11.5,89,-89,11,161,-161,19,35,-35,0,94,-94,8,injury
1,-1,0,278,-278,0,105,-105,16.5,140,-140,21.5,253,-253,4.5,110,-110,24.5,161,-161,18,27,-27,1,110,-110,17.5,injury
213,-213,0,4,-4,0.5,144,-144,25,211,-211,7,284,-284,5.5,177,-177,28,117,-117,11,29,-29,5,129,-129,21.5,injury
57,-57,3.5,7,-7,0,40,-40,5,59,-59,4.5,92,-92,7,18,-18,2,2,-2,0,7,-7,0,52,-52,5.5,injury
28,-28,0,12,-12,0,52,-52,9,49,-49,3,129,-129,2.5,63,-63,11,79,-79,10,18,-18,0,53,-53,9,injury
29,-29,0,7,-7,1.5,34,-34,7,56,-56,2,125,-125,3,45,-45,2.5,70,-70,8,3,-3,0,51,-51,5,injury
44,-44,5,6,-6,0,59,-59,7,72,-72,1.5,118,-118,2.5,84,-84,3,86,-86,10.5,11,-11,0,31,-31,3,injury
64,-64,3.5,39,-39,7,55,-55,7,88,-88,2,114,-114,3.5,67,-67,4.5,68,-68,12,6,-6,0,63,-63,7,injury
183,-183,34,132,-132,2,204,-204,15,167,-167,7,423,-423,8,486,-486,18,198,-198,21,129,-129,16,200,-200,51.5,injury
114,-114,21.5,79,-79,4,235,-235,34,267,-267,9.5,399,-399,2,188,-188,43,146,-146,14,149,-149,17.5,178,-178,41,injury
184,-184,9.5,6,-6,0,109,-109,17.5,343,-343,17.5,377,-377,4.5,319,-319,7,291,-291,20,81,-81,12,120,-120,33,injury
225,-225,15.5,27,-27,2,152,-152,9.5,115,-115,11,418,-418,8.5,361,-361,14.5,297,-297,24,81,-81,12,156,-156,41.5,injury
270,-270,25,3,-3,0,143,-143,17.5,171,-171,13,392,-392,5,270,-270,21.5,206,-206,18,71,-71,2,181,-181,49,injury
38,-38,3.5,23,-23,2,82,-82,18.5,126,-126,8.5,180,-180,3.5,160,-160,8,105,-105,11,68,-68,8,6,-6,0,injury
196,-196,16.5,81,-81,2,73,-73,18,89,-89,7.5,162,-162,6,159,-159,7.5,95,-95,7.5,48,-48,2,62,-62,5.5,injury
152,-152,25,40,-40,1,102,-102,10,198,-198,11,234,-234,1.5,226,-226,5.5,85,-85,5,74,-74,14,26,-26,5,injury
79,-79,5,88,-88,19,86,-86,11,239,-239,6.5,233,-233,5,189,-189,9,138,-138,10.5,32,-32,5.5,110,-110,11,injury
8,-8,0,56,-56,2,103,-103,25,214,-214,29.5,237,-237,2.5,254,-254,12.5,231,-231,24,73,-73,1,3,-3,0,injury
22,-22,0,23,-23,2,178,-178,42.5,396,-396,9,462,-462,2.5,407,-407,11.5,242,-242,21.5,126,-126,3.5,127,-127,6,injury
180,-180,41,45,-45,2,159,-159,4,340,-340,6,471,-471,4,422,-422,16.5,319,-319,34,176,-176,16,0,0,0,injury
186,-186,17.5,45,-45,5.5,135,-135,1,392,-392,18.5,486,-486,7,387,-387,11.5,371,-371,22.5,218,-218,7,103,-103,8.5,injury
446,-446,185.5,79,-79,5,159,-159,17.5,240,-240,15,536,-536,8.5,413,-413,16,364,-364,31,196,-196,7.5,141,-141,5,injury
439,-439,54,34,-34,2.5,141,-141,5.5,302,-302,19,428,-428,2.5,397,-397,9,258,-258,28.5,136,-136,4.5,38,-38,0.5,injury
141,-141,0,14,-14,0,47,-47,5,177,-177,14,210,-210,2.5,118,-118,12.5,185,-185,0,48,-48,7.5,113,-113,13.5,injury
90,-90,5.5,18,-18,1.5,74,-74,6,108,-108,14.5,163,-163,2.5,101,-101,15,109,-109,11,55,-55,0,84,-84,15,injury
84,-84,8.5,31,-31,4.5,65,-65,12,106,-106,3,211,-211,4,83,-83,9,134,-134,14,31,-31,7,81,-81,12,injury
99,-99,7.5,90,-90,2.5,132,-132,5,117,-117,8,167,-167,4,86,-86,13,135,-135,12.5,15,-15,0,93,-93,15,injury
38,-38,5.5,107,-107,40.5,123,-123,15,111,-111,2.5,119,-119,1.5,118,-118,15,134,-134,17,13,-13,0,87,-87,15.5,injury
198,-198,17.5,142,-142,7.5,185,-185,42,324,-324,24.5,397,-397,1.5,273,-273,19.5,37,-37,0,38,-38,8,156,-156,12,injury
156,-156,33,103,-103,3,185,-185,15,201,-201,8,319,-319,2.5,270,-270,14.5,140,-140,15,90,-90,14,104,-104,2,injury
281,-281,22,77,-77,4,130,-130,43,325,-325,15.5,361,-361,3,322,-322,20.5,127,-127,9,131,-131,19.5,60,-60,3,injury
201,-201,18.5,103,-103,4,150,-150,31,232,-232,8.5,334,-334,2.5,253,-253,16.5,229,-229,22,70,-70,11.5,90,-90,10.5,injury
260,-260,17.5,36,-36,2.5,136,-136,17,181,-181,5.5,310,-310,6.5,204,-204,12.5,184,-184,14,41,-41,2.5,105,-105,18,injury
123,-123,9.5,30,-30,1,147,-147,30.5,170,-170,12.5,314,-314,2,180,-180,19.5,11,-11,0,73,-73,5,4,-4,0,injury
100,-100,0,24,-24,4,90,-90,15,58,-58,1,193,-193,2.5,151,-151,13,191,-191,20,17,-17,0,53,-53,0,injury
84,-84,3,8,-8,0,181,-181,11.5,178,-178,9,294,-294,9,47,-47,1,207,-207,19,19,-19,0,235,-235,10,injury
307,-307,0,7,-7,0,148,-148,26,172,-172,5.5,269,-269,7,205,-205,20,258,-258,27,45,-45,0,157,-157,13,injury
118,-118,6,121,-121,0,162,-162,25,264,-264,18.5,247,-247,1,201,-201,21,150,-150,6,36,-36,0,137,-137,22,injury
135,-135,49,143,-143,1.5,170,-170,8,92,-92,2.5,123,-123,3,60,-60,13.5,163,-163,15.5,33,-33,5,60,-60,6,injury
107,-107,12,37,-37,1.5,112,-112,13,131,-131,10,202,-202,9,52,-52,15,95,-95,6,42,-42,0,113,-113,10,injury
112,-112,3.5,3,-3,0,78,-78,11.5,124,-124,2,164,-164,3,163,-163,15.5,174,-174,20,29,-29,0,24,-24,0,injury
55,-55,2.5,16,-16,3,127,-127,12.5,109,-109,5.5,199,-199,1,112,-112,11.5,109,-109,9,28,-28,0,67,-67,11,injury
130,-130,7.5,16,-16,2,94,-94,22.5,130,-130,5,235,-235,1.5,111,-111,15,91,-91,10,62,-62,3.5,54,-54,4,injury
99,-99,4.5,48,-48,4.5,69,-69,13,128,-128,15,121,-121,1,40,-40,3,22,-22,0,31,-31,0,95,-95,13,injury
89,-89,6.5,56,-56,4.5,4,-4,0,119,-119,9.5,172,-172,8,110,-110,13,97,-97,9,41,-41,0,107,-107,16,injury
97,-97,3.5,9,-9,0,81,-81,20,116,-116,6.5,144,-144,6,64,-64,14.5,152,-152,14.5,41,-41,0,98,-98,9,injury
95,-95,6.5,100,-100,2.5,88,-88,5.5,122,-122,8.5,147,-147,0.5,84,-84,24,91,-91,5,40,-40,0,99,-99,17,injury
91,-91,6,8,-8,0,88,-88,12.5,94,-94,0,110,-110,2.5,93,-93,8,147,-147,15,20,-20,0,64,-64,9,injury
28,-28,1.5,36,-36,5,60,-60,6.5,68,-68,4.5,117,-117,3.5,68,-68,7.5,40,-40,4,42,-42,0,64,-64,8,injury
73,-73,9.5,10,-10,0,47,-47,6.5,81,-81,0.5,123,-123,3.5,74,-74,9,80,-80,10,17,-17,0,28,-28,3,injury
69,-69,4,47,-47,0,45,-45,14.5,72,-72,3,82,-82,4.5,54,-54,9,46,-46,4,12,-12,0,67,-67,8,injury
38,-38,6,91,-91,1.5,41,-41,14.5,59,-59,0,60,-60,3,67,-67,8,86,-86,13.5,20,-20,0,35,-35,2,injury
1,-1,0,15,-15,0,85,-85,12,72,-72,5.5,169,-169,13.5,68,-68,13.5,123,-123,10,19,-19,0,52,-52,6,injury
124,-124,6.5,1,-1,0,110,-110,7,104,-104,5,197,-197,4,112,-112,19,128,-128,17,32,-32,0,70,-70,5,injury
122,-122,1.5,15,-15,3.5,7,-7,0,114,-114,9,200,-200,3,113,-113,4,124,-124,15,46,-46,0,127,-127,11,injury
86,-86,0,88,-88,2,78,-78,9.5,194,-194,7.5,199,-199,7,67,-67,11,161,-161,15,31,-31,0,50,-50,0,injury
101,-101,4.5,56,-56,32,78,-78,12,78,-78,3,215,-215,2.5,133,-133,15,168,-168,20,32,-32,6,45,-45,8,injury
226,-226,8,48,-48,2,56,-56,4.5,124,-124,12,296,-296,4,237,-237,17,201,-201,17,77,-77,0,131,-131,23.5,injury
253,-253,11,184,-184,9.5,278,-278,8,84,-84,0,269,-269,6.5,145,-145,19,186,-186,15.5,114,-114,8.5,65,-65,10,injury
194,-194,10.5,74,-74,2,156,-156,2.5,131,-131,3,368,-368,12,83,-83,9.5,234,-234,20,60,-60,2.5,168,-168,18.5,injury
202,-202,11.5,149,-149,6,181,-181,12.5,113,-113,13.5,346,-346,4.5,153,-153,16.5,182,-182,11.5,44,-44,2,144,-144,20.5,injury
