%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,7,0.721429,0.696552,69.5,25,0.375661,0.177682,-1,4,0,0,13,1164,0.251227,0.392424,5,17,0.717893,0.552377,-1,6,0,0,0,8,0.271723,0.542359,44.5,5,0.496313,0.616623,0,6,0.416667,0.380136,electricity
0,944,0.687302,0.587421,10,3,0.212454,0.148363,-1,0,0,0,1,39,0.369614,0.321503,102.5,12,0.213158,0.161753,0,14,0.391865,0.237028,21,1,0.657268,0.844836,53,8,0.389231,0.598451,58,14,0.420794,0.233888,electricity
0,1363,0.713942,0.693561,27.5,12,0.211664,0.198562,-1,0,0,0,11,16,0.465718,0.556427,59.5,12,0.459643,0.536544,0,7,0.673077,0.875,0,1,0.730294,0.819753,77.5,2,0.435996,0.451241,0,14,0.248271,0.195849,electricity
-1,493,0,0,-1,4,0.484171,0.322771,-1,3,0,0,0,3,0.75,0.166667,0,480,0.208333,0.255952,51,3,0.213624,0.177627,0,2,0.465942,0.646942,0,5,0.462963,0.856614,0,6,0.295635,0.701814,electricity
-1,10,0,0,0,4,0.518519,0.334105,6,11,0.453908,0.638889,-1,7,0,0,-1,8,0.505639,0.616534,-1,6,0.197368,0.153935,60,1,0.675439,0.325267,97.5,12,0.353923,0.50806,0,4,0.4375,0.643229,electricity
0,7,0.713065,0.588555,128.5,9,0.194017,0.116959,-1,1,0,0,-1,2,0,0,0,477,0,0,24,2,0.284188,0.150585,0.5,4,0.318441,0.758816,0,3,0.625,0.769737,0,9,0.432012,0.490696,electricity
79.5,6,0.536905,0.52489,0,8,0.357143,0.890351,-1,6,0,0,-1,3,0,0,-1,482,0.376984,0.353801,-1,12,0,0,3,9,0.531368,0.478209,0.5,8,0.145022,0.400205,0,8,0.4151,0.537858,electricity
0,13,0.350218,0.626824,-1,5,0,0,0,1,0.333333,0.919192,0,2,0.588235,0.0454545,0,545,0,0,0,4,0.0441176,0.272727,2,4,0.647059,0.394949,46.5,5,0.26365,0.730964,0,8,0.354779,0.520833,electricity
-1,12,0.441912,0.80631,-1,3,0,0,-1,9,0,0,40.5,17,0.127353,0.174508,0,12,0.176471,0.132143,126.5,2293,0.552696,0.477633,0,3,0.344538,0.385034,0,14,0.50709,0.466029,-1,6,0,0,electricity
0,4,0.75,0.85496,-1,6,0,0,-1,2,0.217391,0.176786,79.5,1519,0.366491,0.321313,16,7,0.335961,0.259524,17,12,0.264084,0.229988,0,3,0.523098,0.72747,2.5,1376,0.25,0.328571,-1,15,0.2657,0.942659,electricity
-1,4,0,0,-1,18,0,0,-1,16,0,0,33,34,0.534985,0.363611,0,15,0.513537,0.354148,131,26,0.372836,0.563973,61.5,14,0.496724,0.8097,31,17,0.621795,0.620773,69.5,25,0.14651,0.592761,electricity
0,6,0.432692,0.430769,-1,20,0,0,0,2,0.620513,0.951795,0,2,0.86859,0.213333,0,1572,0.785897,0.432051,87,16,0.447826,0.251508,414.5,11,0.437859,0.806536,100.5,2,0.588567,0.581165,-1,4,0,0,electricity
0,1564,0.45,0.242188,-1,4,0.24,0.25625,0,9,0.598533,0.911432,0,2,0.830952,0.145089,41.5,1466,0.725642,0.47667,40.5,14,0.280974,0.203325,22,14,0.397762,0.499672,28,9,0.357926,0.404774,-1,4,0,0,electricity
141.5,253,0.575827,0.550205,101.5,8,0.818358,0.438775,0,2442,0.131413,0.762935,513,9,0.20859,0.193798,0,21,0.300847,0.309109,278.5,11,0.574146,0.534526,119,12,0.472356,0.552759,0,3,0.628552,0.5339,0,8,0.18811,0.151868,fire-brigade
27,109,0.297035,0.343217,117.5,3,0.608445,0.485105,-1,4,0.182623,0.805083,716.5,12,0.551323,0.439339,0,20,0.0533333,0.577485,69.5,4,0.490054,0.390155,301,7,0.260411,0.350209,42.5,9,0.653718,0.539426,0,15,0.120737,0.108302,fire-brigade
66,64,0.426386,0.363805,131.5,13,0.747678,0.217348,2.5,4,0.128938,0.480952,45.5,10,0.604396,0.392157,0,1827,0.407051,0.351307,161,2,0.344365,0.324383,36,9,0.803419,0.608932,129.5,3,0.569947,0.51315,39,10,0.20896,0.134832,fire-brigade
276.5,8,0.721252,0.537405,112.5,5,0.842053,0.347222,0,11,0.290801,0.645295,450.5,1,0.37735,0.194017,0,86,0,0,444,4,0.676151,0.604991,87,2401,0.281521,0.321958,27.5,8,0.606473,0.595842,5,10,0.226426,0.163183,fire-brigade
242.5,10,0.606015,0.382858,79,94,0.468836,0.407763,-1,6,0.112735,0.801825,1059.5,2,0.179245,0.147126,50.5,2863,0.147799,0.126916,308,22,0.509735,0.504428,47.5,30,0.520473,0.496576,0,10,0.558491,0.606207,22.5,7,0.4108,0.204188,fire-brigade
115.5,56,0.321772,0.126852,0,6,0.337848,0.679127,-1,14,0,0,70,7,0.426426,0.293704,12.5,6,0.403132,0.201852,24.5,15,0.419316,0.6175,11,53,0.262763,0.342593,-1,48,0.459459,0.358333,0,3,0.489142,0.332632,fire-brigade
30,12,0.217733,0.137583,38,3,0.396091,0.578348,0,7,0.147487,0.844828,8.5,9,0.429012,0.0584291,0,10,0.0802469,0.124521,95,2,0.700053,0.412743,11.5,78,0.402756,0.465353,6.5,967,0.655782,0.488189,-1,10,0,0,fire-brigade
9.5,42,0.238367,0.42401,142.5,2,0.221154,0.383621,0,4,0.198576,0.810345,120,3,0.337251,0.177921,-1,14,0.0641026,0.112069,120,6,0.707123,0.438008,0,2,0.193376,0.391164,-1,1092,0.153846,0.646552,-1,2,0.523077,0.12069,fire-brigade
187,13,0.139675,0.127667,0,15,0.46556,0.536098,-1,2,0,0,51.5,1,0.293694,0.108602,159,8,0.142321,0.0766769,62,4,0.567266,0.478173,0,2,0.0486486,0.270968,93.5,47,0.463163,0.507885,-1,10,0.229279,0.129032,fire-brigade
253,23,0.431731,0.331407,75.5,49,0.348837,0.275,106.5,49,0.61256,0.745062,1,18,0,0,0,21,0.160207,0.287037,0,1243,0.502432,0.48896,0,4,0.11199,0.241593,0,19,0.60562,0.33287,-1,2,0,0,fire-brigade
257.5,4,0.473704,0.477477,225,46,0.403405,0.82132,0,7,0.162791,0.920455,0,6,0.294027,0.18716,0,1869,0.342193,0.652597,125,14,0.47227,0.677352,45,3,0.6231,0.637718,0,7,0.456977,0.447601,0,23,0.21332,0.087537,fire-brigade
70.5,13,0.474952,0.281493,1.5,3,0.226667,0.603409,79,2,0.479095,0.546883,200.5,2,0.290111,0.191414,48,4,0.506969,0.434627,94.5,8,0.307447,0.288546,1588.5,29,0.538291,0.589099,203,33,0.445774,0.422585,0,6,0.0586667,0.359091,fire-brigade
54,6,0.447219,0.42232,64,8,0.400877,0.812778,-1,2,0,0,15.5,2,0.402673,0.0921627,12,11,0.156433,0.219907,0,12,0.521699,0.316118,450,5,0.408733,0.508469,93,1401,0.414317,0.665625,0,2,0.353801,0.327083,fire-brigade
56,6,0.320656,0.357048,0,5,0.037037,0.924731,-1,11,0,0,253.5,13,0.455609,0.346313,111,7,0.38966,0.404122,0,6,0.493634,0.830645,230,26,0.400589,0.650342,0,1034,0.378472,0.629032,40,8,0.508792,0.178625,fire-brigade
206.5,5,0.344276,0.247198,114,2,0.203963,0.183086,2.5,9,0.450758,0.196115,11.5,4,0.206061,0.0320175,157.5,6,0.609242,0.435233,4.5,15,0.318581,0.412396,239,8,0.560385,0.398163,81.5,9,0.316058,0.279638,-1,3,0,0,fire-brigade
16.5,11,0.604365,0.813021,24.5,1184,0.916667,0.484375,0,5,0.318773,0.491406,0,6,0.422466,0.298878,-1,1238,0,0,0,4,0.64667,0.538041,403.5,7,0.209336,0.378782,0,1205,0.696429,0.5625,0,15,0.218878,0.21875,fire-brigade
65.5,1,0.105392,0.13172,6.5,963,0.742842,0.427291,0,3,0.363056,0.6926,80,9,0.722658,0.519235,0,1011,0.220588,0.266129,112.5,2,0.770907,0.355684,8.5,2,0.667974,0.463978,-1,28,0.372549,0.268817,-1,6,0,0,fire-brigade
204.5,3,0.377015,0.243471,71,45,0.291667,0.345588,2,23,0.797499,0.74026,21.5,2,0.479758,0.340468,0,1154,0,0,0,2,0.721531,0.214267,17,4,0.513519,0.508235,0,15,0.532022,0.331495,-1,8,0,0,fire-brigade
0,4,0.927885,0.201389,296.5,61,0.351433,0.462916,19,9,0.343269,0.787963,-1,2,0.0106838,0.274691,163.5,14,0.382051,0.741632,45.5,26,0.802751,0.333934,0,3,0.792125,0.797178,14.5,44,0.497256,0.388012,-1,16,0,0,fire-brigade
119,8,0.504624,0.498705,30,16,0.489064,0.322186,0,4,0.239886,0.825714,172,8,0.564785,0.384458,-1,1348,0,0,111,5,0.727014,0.349206,10,14,0.344211,0.209686,0,8,0.39881,0.23852,-1,2,0,0,fire-brigade
48,9,0.3409,0.313171,102,4,0.295846,0.794715,-1,16,0,0,285.5,14,0.282504,0.148514,375,19,0.49517,0.344063,19.5,1,0.307464,0.484863,22,14,0.598092,0.448198,5.5,10,0.0994709,0.101205,-1,6,0,0,fire-brigade
60,7,0.49327,0.439965,126,2035,0.277037,0.659979,0,12,0.25,0.9,23,6,0.440496,0.238101,496.5,8,0.385333,0.362963,61,11,0.546793,0.374334,355.5,8,0.584063,0.622447,97,14,0.30731,0.262409,-1,12,0,0,fire-brigade
18,11,0.310034,0.318236,44,4,0.077915,0.29806,0,5,0.40823,0.429012,454.5,3,0.311331,0.24274,137,2,0.355697,0.51044,0,2,0.203704,0.568452,1029,13,0.470124,0.348889,48,8,0.195417,0.178571,-1,0,0,0,fire-brigade
52,5,0.434893,0.477307,2,5,0.44509,0.467361,45,3,0.352713,0.860417,114,22,0.493186,0.189435,39,4,0.462156,0.521444,115,17,0.527442,0.21225,2.5,21,0.335847,0.483585,6,2,0.239217,0.236966,-1,0,0,0,fire-brigade
189,9,0.369444,0.331494,87,1,0.162247,0.275833,23,9,0.715278,0.756111,23,6,0.296402,0.121667,322,15,0.489862,0.527469,8.5,16,0.406231,0.297367,94.5,9,0.548138,0.655333,91,13,0.3125,0.392081,-1,15,0,0,fire-brigade
0,7,0.474657,0.509322,0,17,0.26026,0.184028,-1,2,0.54604,0.690837,33,3,0.871171,0.513194,0,6,0.726727,0.378472,25.5,6,0.656303,0.332788,66.5,13,0.394147,0.568226,105,3,0.581466,0.542937,0,8,0.0630631,0.0587121,fire-brigade
0,20,0.382516,0.463005,1.5,1,0.150794,0.803646,-1,9,0.342593,0.734375,135,5,0.61046,0.31002,0,38,0.374206,0.338932,129,8,0.490639,0.6639,194,578,0.371693,0.293403,0,3,0.502624,0.443097,0,6,0.107937,0.0708333,fire-brigade
7.5,4,0.505607,0.377109,33.5,54,0.27662,0.711574,0,1,0.281727,0.68366,125,6,0.323148,0.219788,0,654,0.325,0.378333,58.5,3,0.413602,0.402605,39.5,4,0.676856,0.572903,44,17,0.325203,0.310163,-1,4,0,0,fire-brigade
27.5,787,0.508107,0.308977,3.5,7,0.336625,0.540729,0,4,0.259951,0.474901,0,3,0.303419,0.246528,180.5,2,0.176638,0.518287,92.5,26,0.611538,0.681424,23,742,0.37857,0.636706,10,14,0.475702,0.400396,0,14,0.175501,0.125263,fire-brigade
208.5,1,0.35679,0.350449,4.5,18,0.359638,0.212504,-1,2,0.21057,0.361961,13,9,0.293519,0.119865,-1,2,0.451389,0.464646,38,5,0.508112,0.712057,66.5,10,0.709105,0.520763,43,17,0.43012,0.280303,-1,7,0,0,fire-brigade
200,13,0.233666,0.209073,168.5,5,0.369454,0.521032,7,3,0.156977,0.9,553.5,4,0.368845,0.411389,13,1,0.505491,0.604653,63.5,29,0.442647,0.372292,1050,27,0.454131,0.743611,90.5,6,0.382089,0.29375,-1,0,0,0,fire-brigade
125,2,0.523974,0.306693,104,12,0.293928,0.44883,0,1611,0.139535,0.907895,81.5,1,0.594574,0.150585,67.5,24,0.424595,0.588284,40.5,23,0.536868,0.457159,3.5,4,0.757408,0.63342,105,8,0.35682,0.299804,-1,5,0,0,fire-brigade
108.5,19,0.195504,0.295222,4.5,9,0.327859,0.772164,-1,8,0,0,149.5,7,0.330784,0.261397,608,14,0.696226,0.411926,54.5,16,0.553908,0.59172,65.5,2,0.526221,0.367593,56,10,0.288713,0.152991,-1,2,0,0,fire-brigade
201,2,0.199526,0.283467,118,1418,0.457675,0.816667,-1,2,0,0,272.5,8,0.370806,0.122624,44.5,10,0.491813,0.408611,63,13,0.421717,0.46774,161,2,0.497261,0.541232,13.5,16,0.188171,0.137625,-1,3,0,0,fire-brigade
106,18,0.334719,0.422101,34,16,0.514977,0.727381,0,9,0.169355,0.9,108,48,0.368664,0.185979,39.5,5,0.596771,0.573479,103,10,0.528475,0.185123,316.5,16,0.341342,0.544056,0,8,0.18957,0.16831,-1,3,0,0,fire-brigade
326,17,0.263735,0.198087,103,24,0.440664,0.630167,61,7,0.355035,0.883197,91.5,33,0.472277,0.269137,85.5,13,0.4314,0.465151,2,9,0.566829,0.160291,399.5,6,0.503494,0.39913,7.5,10,0.189258,0.20709,-1,0,0,0,fire-brigade
182,18,0.418362,0.465071,28.5,48,0.339198,0.726724,65.5,2976,0.226852,0.443966,5.5,8,0.467892,0.280391,163,8,0.45665,0.572688,193,9,0.536935,0.308278,604,9,0.67743,0.675524,127,10,0.361407,0.34251,-1,3,0,0,fire-brigade
435.5,5,0.328719,0.42434,189,9,0.234453,0.385695,14.5,6,0.84359,0.698214,97,19,0.346688,0.198484,131.5,24,0.23708,0.290363,0,5,0.263462,0.199107,48.5,7,0.533643,0.742122,0,10,0.103427,0.116238,-1,0,0,0,fire-brigade
367,7,0.321265,0.47712,164.5,10,0.50613,0.574459,0,4,0.391463,0.804545,26.5,5,0.273247,0.10161,51,6,0.505768,0.634835,14.5,13,0.541637,0.258213,18,1811,0.625976,0.691229,54,8,0.235706,0.199258,-1,0,0,0,fire-brigade
345.5,6,0.341405,0.391585,216.5,1715,0.109524,0.155556,15.5,6,0.810479,0.606584,97,4,0.289683,0.293827,63,6,0.741047,0.70981,68.5,8,0.244942,0.211168,27.5,8,0.694303,0.81067,3,8,0.247715,0.306117,-1,0,0,0,fire-brigade
166.5,6,0.252254,0.295934,147,2919,0.34099,0.532358,0,3,0.316993,0.882787,149.5,5,0.544771,0.205009,23,3047,0,0,3.5,15,0.612099,0.588004,17,10,0.444397,0.481112,129.5,8,0.282926,0.233684,0,15,0.0980392,0.0491803,fire-brigade
162,5,0.433915,0.420431,8.5,10,0.209957,0.804321,-1,3289,0,0,534,5,0.514856,0.381235,152.5,6,0.268852,0.311111,247,4,0.428893,0.397955,656.5,12,0.661104,0.748782,8,8,0.453162,0.313823,-1,1,0,0,fire-brigade
60.5,30,0.473822,0.260778,156,10,0.368017,0.651363,0,9,0.0531915,0.471774,290,5,0.315845,0.148047,78.5,8,0.468173,0.473764,120.5,18,0.52998,0.290575,3.5,3,0.682341,0.901928,60,8,0.245138,0.274985,-1,4,0,0,fire-brigade
30,16,0.392208,0.438032,9,3,0.128367,0.29,11.5,6,0.815578,0.73375,272,2,0.399516,0.358086,21,8,0.587614,0.642288,7,14,0.341741,0.283038,26,2,0.740551,0.603459,47,8,0.282501,0.36715,-1,0,0,0,fire-brigade
48,4,0.509872,0.40051,92.5,1469,0.610661,0.718027,41,7,0.218919,0.876871,191.5,5,0.503003,0.229705,0,1,0.352019,0.0492567,36.5,16,0.595886,0.490084,257,5,0.57545,0.468764,92,10,0.453289,0.303517,0,6,0.036036,0.0272109,fire-brigade
232.5,9,0.32369,0.280494,85,6,0.429964,0.763889,0,1,0.104762,0.920455,125.5,7,0.470157,0.412003,237.5,9,0.444439,0.417989,51,9,0.385854,0.352834,93.5,8,0.567196,0.449794,4,12,0.158682,0.110901,-1,14,0,0,fire-brigade
153,6,0.552924,0.482857,130.5,14,0.135234,0.57619,23.5,2,0.213158,0.864286,65,20,0.357675,0.215952,4,6,0.315955,0.527903,54,8,0.545496,0.193704,20,6,0.609483,0.387683,0,4,0.0350877,0.0380952,-1,0,0,0,fire-brigade
1.5,9,0.209773,0.22798,0.5,9,0.355117,0.777395,-1,2,0,0,253.5,22,0.491488,0.309291,75.5,11,0.606238,0.335005,17,13,0.394434,0.55361,82,1,0.687463,0.661687,89.5,18,0.290506,0.221888,-1,0,0,0,fire-brigade
236,2,0.367472,0.299402,34,1027,0.172462,0.359809,41.5,3,0.426786,0.863095,37,8,0.33171,0.231196,58,8,0.427768,0.424932,115,2,0.641156,0.187075,104.5,11,0.577067,0.394233,0,8,0.0670996,0.0555556,-1,0,0,0,fire-brigade
1.5,8,0.282701,0.386242,1.5,1026,0.401882,0.205662,0,2,0.774194,0.512821,60.5,12,0.209319,0.161823,34.5,3,0.342013,0.461008,6.5,15,0.471207,0.234948,40.5,7,0.402884,0.365351,0,8,0.0564516,0.0512821,-1,3,0,0,fire-brigade
159.5,1253,0.223704,0.32125,0,21,0,0,6,9,0.800233,0.559768,10.5,24,0.228042,0.16369,-1,1414,0.246914,0.133681,64.5,8,0.768018,0.709466,250.5,22,0.23697,0.504877,20,1288,0,0,0,7,0.405752,0.296661,fire-brigade
94.5,1209,0.367063,0.742064,0,1254,0.506944,0.253472,0,7,0.50561,0.604221,123,21,0.3125,0.655093,-1,4,0,0,3,3,0.590168,0.593474,270,11,0.371142,0.502166,0,1228,0.340741,0.681019,0,6,0.509016,0.19691,fire-brigade
11,8,0.326491,0.350817,71.5,1181,0.406272,0.330147,0,5,0.142954,0.845588,136.5,6,0.233243,0.143137,0,1357,0,0,115.5,14,0.620362,0.39216,37,12,0.501242,0.426035,1,1304,0.0609756,0.419118,0,4,0.638502,0.226716,fire-brigade
95,29,0.432388,0.799722,107,7,0.508163,0.617767,-1,1,0,0,116,3,0.419858,0.465833,0,8,0.308511,0.0166667,0,18,0.420141,0.51531,28,1,0.49772,0.583541,0,1750,0.148936,0.35625,134,2,0.666667,0.198333,fire-brigade
31,77,0.333107,0.593527,92.5,2094,0.330016,0.565961,-1,2,0,0,88.5,2,0.513456,0.284829,-1,6,0.901677,0.0884824,121,7,0.420363,0.615521,29.5,2,0.47237,0.808387,0,2079,0,0,0,4,0.799371,0.0845528,fire-brigade
394,9,0.540982,0.369336,7,13,0.266369,0.710936,-1,10,0,0,432,9,0.38241,0.225756,17.5,14,0.451108,0.210276,5,14,0.448773,0.584776,355,3,0.361607,0.244859,0,1785,0.432692,0.585664,0,2,0.20276,0.1875,fire-brigade
154.5,8,0.35512,0.399788,117,22,0.267336,0.75732,-1,0,0,0,248,4,0.181624,0.127976,35.5,8,0.57036,0.311301,89,8,0.368917,0.702332,23.5,4,0.448524,0.43254,110.5,26,0.74359,0.470876,25.5,18,0.405047,0.157748,fire-brigade
328.5,11,0.281751,0.337802,51,11,0.472742,0.729645,-1,2,0,0,318.5,3,0.394031,0.304875,84,3,0.652862,0.31679,33,8,0.462826,0.534938,498.5,1,0.554516,0.592359,0,5,0.515106,0.401601,9,10,0.152822,0.083573,fire-brigade
136.5,70,0.342415,0.362464,54,25,0.52177,0.728182,0,2,0,0,539.5,7,0.394074,0.38679,0,3,0.492593,0.296914,59,8,0.402254,0.254321,436.5,7,0.320412,0.595281,0,10,0.436111,0.490741,0,26,0.261905,0.287302,fire-brigade
78.5,5,0.376628,0.553548,32.5,10,0.51537,0.709221,0,2,0.133333,0.921769,233.5,3,0.173,0.29415,0,5,0.143519,0.663643,44.5,7,0.465919,0.501334,211.5,5,0.438573,0.58111,0,6,0.477254,0.374038,0,4,0.05,0.0306122,fire-brigade
507.5,3209,0.410859,0.329537,331.5,2,0.293113,0.135185,0,1,0.256719,0.704792,809.5,2,0.114719,0.261111,153.5,3,0.314545,0.586111,7,3,0.45701,0.557332,52,43,0.311414,0.129815,179.5,23,0.390222,0.454028,0,6,0.270227,0.205208,fire-brigade
15.5,3,0.207216,0.26835,4,5,0.543024,0.533039,0,17,0.458883,0.767014,1021.5,18,0.518801,0.343846,10,3111,0,0,132,5,0.673764,0.64506,899.5,7,0.199405,0.5579,297.5,27,0.644538,0.660272,0,16,0.181964,0.172979,fire-brigade
1015,7,0.326164,0.31077,261,18,0.382076,0.700204,0,2,0.177632,0.810792,549,5,0.674921,0.427322,61.5,6,0.289474,0.188525,42,3,0.72481,0.875544,547.5,4,0.541753,0.528552,122.5,8,0.517208,0.587782,0,12,0.304483,0.193048,fire-brigade
170.5,7,0.506736,0.553653,25,73,0.425745,0.565291,0,4,0.141721,0.809788,49,2,0.428571,0.248129,4.5,1850,0,0,0,1725,0.361936,0.336451,54.5,7,0.434433,0.481874,0,1770,0.598039,0.630952,141,1777,0.479655,0.331308,fire-brigade
15,30,0.321183,0.293011,105.5,9,0.526516,0.612702,-1,1,0.0647619,0.941667,336,43,0.53963,0.26207,33,9,0.103758,0.328409,27,13,0.291381,0.265646,83.5,3,0.609175,0.910245,56,2,0.398016,0.46751,15.5,31,0.576931,0.413894,fire-brigade
129.5,9,0.475118,0.311768,58.5,7,0.315298,0.699111,-1,0,0,0,298.5,4,0.468191,0.5313,27.5,16,0.398348,0.302442,63,6,0.359819,0.704967,33,8,0.0582931,0.577037,0,2084,0.642029,0.487,44.5,17,0.612422,0.148952,fire-brigade
53.5,8,0.461543,0.284381,190,25,0.401828,0.540616,0,10,0.298882,0.830357,0,12,0,0,30,11,0.344041,0.375087,1.5,4,0.481792,0.395904,12.5,4,0.757817,0.715221,29,6,0.214544,0.196717,-1,3,0,0,fire-brigade
201,16,0.359231,0.321443,86.5,11,0.4934,0.584161,0,16,0.393519,0.829427,301.5,3,0.352466,0.150085,44,3,0.380401,0.430638,0,6,0.45777,0.569454,139,6,0.559239,0.350633,7.5,6,0.26396,0.203616,-1,4,0,0,fire-brigade
146.5,20,0.420747,0.324171,24.5,4,0.359463,0.476744,1,1481,0.846154,0.906977,0,1508,0,0,65,18,0.334017,0.456455,3,14,0.252779,0.156992,73.5,3,0.821612,0.818051,1,2,0.229824,0.373332,-1,0,0,0,fire-brigade
121.5,4,0.439976,0.403999,64.5,14,0.205876,0.283774,0,4,0.326471,0.835294,70,5,0.289216,0.301743,313.5,20,0.311737,0.430464,0,2,0.287833,0.308363,73.5,11,0.634256,0.376576,0,8,0.0952381,0.0634921,-1,2,0,0,fire-brigade
16.5,14,0.306727,0.250247,86.5,7,0.41839,0.804605,0,4,0.205357,0.911285,1356.5,14,0.417885,0.210833,231,8,0.00907029,0.00740741,18,10,0.654084,0.233178,266,2,0.363333,0.251111,0,5,0.899611,0.926944,87,12,0.589494,0.561493,fire-brigade
166,14,0.26264,0.0896348,4,7,0.79089,0.485364,0,7,0.166753,0.795296,233,6,0.206845,0.0651042,97,24,0.18836,0.0736111,21,2,0.564601,0.302237,125,4,0.515738,0.301279,0,4,0.119048,0.0625,-1,1814,0.785426,0.712816,fire-brigade
68,109,0.383878,0.183822,34.5,84,0.743197,0.712222,60,12,0.227632,0.596151,55.5,19,0.305151,0.149524,129,25,0.330612,0.418119,50,9,0.535684,0.0974678,44.5,2333,0.326496,0.736957,53.5,2187,0.095742,0.175309,19,6,0.387783,0.251504,fire-brigade
27,16,0.0725275,0.116484,88.5,5,0.49245,0.584651,149,43,0.595267,0.65633,641,18,0.564927,0.360905,36.5,14,0.180437,0.432574,0,45,0.381766,0.145299,0,8,0.537749,0.659392,-1,1419,0,0,34.5,51,0.71882,0.392348,fire-brigade
26,19,0.626402,0.443954,223.5,3,0.39878,0.608248,0,6,0.245103,0.772487,32.5,2108,0.101923,0.044898,66.5,10,0.271109,0.161157,120.5,10,0.671163,0.537546,15,3,0.393993,0.451071,22.5,3,0.490933,0.22728,-1,14,0.146399,0.0911365,fire-brigade
72.5,4,0.333987,0.271914,2,20,0.47549,0.533951,0,4,0.220588,0.388889,4,6,0.34232,0.234568,0,6,0.444947,0.503561,0,7,0.279286,0.183048,-1,7,0.426471,0.597222,-1,4,0,0,-1,3,0,0,fire-brigade
0,23,0.467593,0.412463,0,5,0.383333,0.657895,-1,2,0,0,27.5,5,0.0722222,0.214912,-1,7,0.65,0.769737,6.5,1,0.322222,0.378838,0,2,0.177778,0.245614,-1,12,0,0,-1,9,0,0,fire-brigade
68.5,3,0.409507,0.309596,4,5,0.191176,0.180556,0,2,0.575163,0.822531,41.5,263,0.279412,0.305556,0,35,0.444444,0.479938,0,4,0.244444,0.297531,0,2,0.313726,0.191358,-1,12,0,0,-1,9,0,0,fire-brigade
28,2,0.695267,0.440087,42.5,19,0.171296,0.526144,0,9,0.259259,0.34902,14.5,12,0.158519,0.0313726,38.5,237,0.333333,0.367647,0,7,0.298712,0.354007,11,16,0.438889,0.284967,-1,12,0,0,-1,4,0,0,fire-brigade
15,7,0.510349,0.275599,6,21,0,0,5.5,9,0.686928,0.616993,13.5,3,0.211397,0.183824,0,256,0.676471,0.117647,0,4,0.283088,0.430147,0,4,0.0784314,0.372549,-1,11,0.380719,0.277778,-1,4,0,0,fire-brigade
0,3,0.310225,0.223542,0,91,0.452899,0.584699,-1,8,0.223551,0.885041,1045,65,0.432981,0.21365,110.5,4002,0.202147,0.0270795,199.5,4157,0.79271,0.430535,24,1,0.411125,0.67441,0,4176,0,0,182.5,22,0.541839,0.473719,fire-brigade
39.5,7,0.349219,0.292753,100,20,0.339391,0.732195,-1,11,0,0,523,21,0.371678,0.32717,246,3288,0.600974,0.163167,80.5,80,0.430995,0.505627,128,13,0.502654,0.510793,0,6,0.348214,0.503136,55,15,0.552448,0.669101,fire-brigade
555,6,0.163865,0.166635,72,17,0.235849,0.25434,0,24,0.609669,0.816167,689.5,13,0.503505,0.376061,345,11,0.245283,0.191406,103,2,0.775036,0.66703,4.5,3,0.32301,0.593671,13,10,0.890374,0.890336,0,9,0.29045,0.476716,fire-brigade
