%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Harris_Corners_16 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,117,133,0,0,253,84,0,19,0,0,110,77,0,0,73,0,936,13,0,0,810,968,0,8,0,0,1010,1020,0,0,1012,0,73.2548,75.7401,0,0,96.4264,43.9411,0,4.82843,0,0,60.8701,44.3848,0,0,32.9706,0,25.0755,8.29412,0,0,20.0753,6,0,2,0,0,19.1681,8.23704,0,0,16,0,9.67379,13.549,0,0,21.4009,8.04167,0,2.5,0,0,13.7422,20.263,0,0,19.3125,electricity
0,67,200,0,0,205,136,0,95,0,0,121,205,0,0,51,0,997,772,0,0,972,976,0,939,0,0,996,30,0,0,972,0,41.1127,115.497,0,0,101.054,53.8406,0,68.0833,0,0,64.6274,0,0,0,30.1421,0,25.75,7.61073,0,0,18.1858,6.50766,0,3.50331,0,0,17.5,0,0,0,22.25,0,22.9071,9.00267,0,0,23.5299,5.10421,0,5.16998,0,0,10.75,0,0,0,2.25,electricity
0,135,187,0,0,323,138,0,47,0,0,202,12,0,0,47,0,1012,964,0,0,18,966,0,29,0,0,989,1019,0,0,1021,0,66.5685,58.6274,0,0,201.48,62.3259,0,23.2132,0,0,83.3553,10,0,0,19.3137,0,21.5,13.6499,0,0,14.4595,9.58054,0,5,0,0,13.8981,0,0,0,14.0208,0,18.6,19.375,0,0,14.8805,11.607,0,4.5,0,0,21.1262,0,0,0,13.375,electricity
0,68,126,0,0,160,109,0,67,0,0,87,113,0,0,6,0,1009,974,0,0,1000,983,0,14,0,0,1003,945,0,0,5,0,40.2843,68.4264,0,0,61.2132,63.9828,0,43.9411,0,0,51.2132,71.2132,0,0,4,0,26.25,7.85833,0,0,20.5873,10.3271,0,7.09559,0,0,24.0993,18.3981,0,0,0,0,22.0278,11.5167,0,0,22.8201,12.5206,0,6.14828,0,0,14.9007,24.1296,0,0,0,electricity
0,39,114,0,0,185,102,0,103,0,0,139,11,0,0,47,0,995,8,0,0,961,950,0,10,0,0,953,2,0,0,1019,0,20.1421,51.9411,0,0,112.225,62.3259,0,59.4975,0,0,78.5269,15.6569,0,0,22.1421,0,28.5,9.1131,0,0,19.2845,10.9616,0,8.92226,0,0,21.8074,0,0,0,19,0,27.4,12.3333,0,0,17.6837,9.50031,0,10.215,0,0,17.5481,0,0,0,18.2667,electricity
0,65,115,0,0,188,96,0,72,0,0,114,32,0,0,85,0,999,876,0,0,34,981,0,5,0,0,1002,976,0,0,16,0,46.1838,72.669,0,0,95.196,117.196,0,64.0833,0,0,81.0122,23.3137,0,0,0,0,23.6265,11.8087,0,0,17.0732,8.98423,0,10.6058,0,0,18.2198,2.5,0,0,0,0,21.7099,19.1028,0,0,19.1824,12.749,0,6.27015,0,0,18.7306,13.9167,0,0,0,electricity
0,57,82,0,0,191,31,0,77,0,0,92,29,0,0,19,0,942,928,0,0,7,24,0,14,0,0,1010,6,0,0,1015,0,40.2843,59.1127,0,0,98.6102,47.1127,0,47.3553,0,0,70.5269,21.3137,0,0,10.4853,0,26.1944,4.5,0,0,17.4675,4.25,0,7.52778,0,0,23.2741,4.5,0,0,29,0,21.8889,18.0429,0,0,14.1492,8.75,0,6.75,0,0,21.7926,14.75,0,0,27.5,electricity
0,84,123,7,21,210,96,14,81,12,0,106,56,0,4,57,0,1008,21,6,986,906,896,1014,988,10,0,996,1017,0,2,1009,0,48.7696,44.2843,0,0,85.2548,55.4975,0,51.3553,0,0,61.3553,34.3848,0,0,32.0416,0,24.75,15.101,0,0,16.4054,9.57024,0,6.91667,0,0,23.1524,6.7381,0,0,26.8725,0,20.0278,17.478,0,0,17.4862,8.48036,0,5.75,0,0,16.4,24.4762,0,0,25.6667,electricity
0,16,163,0,0,199,96,0,106,0,0,116,21,0,0,11,0,1010,947,0,0,887,34,0,970,0,0,944,1018,0,0,8,0,9.65685,76.669,0,0,84.0833,57.4975,0,77.6396,0,0,74.1838,18.8284,0,0,0,0,29,15.9901,0,0,20.658,6.94101,0,10.7175,0,0,25.6078,5,0,0,0,0,28,23.6429,0,0,19.5696,7.52751,0,12.1376,0,0,18.7451,29.5,0,0,0,electricity
0,38,141,6,21,229,109,12,69,0,0,64,77,0,2,57,0,1009,42,10,1014,1012,29,14,1006,0,0,7,962,0,2,999,0,28.4853,43.1127,0,23.6569,98.669,58.5685,0,44.0416,0,0,40.1421,45.4558,0,0,34.6274,0,29.5,15.6734,0,0,17.3024,9.87634,0,2.63889,0,0,14.5,7.80641,0,0,26.75,0,21,16.1077,0,0,17.796,10.1263,0,9.22222,0,0,8.75,22.8282,0,0,24.35,electricity
0,61,109,0,0,177,84,0,93,0,0,129,54,0,0,34,0,973,904,0,0,5,929,0,34,0,0,1008,994,0,0,12,0,39.6985,68.4264,0,0,108.953,121.823,0,50.5269,0,0,81.0122,36.7279,0,0,4.82843,0,25.623,6.75,0,0,24.666,12.0231,0,7.57044,0,0,16.9013,13.3667,0,0,29.5,0,23.373,15.5804,0,0,22.0627,12.9672,0,6.68056,0,0,14.0216,28.3833,0,0,29,electricity
0,29,139,0,0,182,113,0,100,0,0,147,63,0,0,2,0,15,996,0,0,947,14,0,25,0,0,974,6,0,0,1,0,17.3137,67.9411,0,0,79.6985,60.0833,0,64.0833,0,0,73.9411,33.8995,0,0,0,0,28,10.9079,0,0,23.0202,7.75333,0,7.87931,0,0,22.9621,7.36667,0,0,0,0,26.5,20.0937,0,0,18.9594,7.50889,0,10.8579,0,0,15.0275,14.1333,0,0,0,electricity
0,76,118,0,0,103,112,0,24,0,0,123,2,0,0,6,0,955,951,0,0,882,887,0,9,0,0,980,3,0,0,1012,0,57.1127,71.3553,0,0,73.1127,73.1543,0,0,0,0,91.6985,0,0,0,0,0,26,5.99634,0,0,23.9,7.08405,0,0,0,0,15.0714,0,0,0,0,0,18.9375,9.72894,0,0,21.8167,10.4152,0,0,0,0,18.1286,0,0,0,0,electricity
0,107,130,0,0,187,102,0,15,0,0,151,109,0,0,47,0,7,943,0,0,847,954,0,3,0,0,1000,1004,0,0,12,0,111.74,62.9706,0,0,149.439,63.2548,0,0,0,0,63.799,104.368,0,0,25.8995,0,25.7333,6.24183,0,0,22.5643,8,0,0,0,0,13.0914,7.95986,0,0,7.23333,0,9.06667,8.75163,0,0,24.3373,12.5938,0,0,0,0,13.4352,25.1321,0,0,0.966667,electricity
0,107,133,0,0,127,98,0,13,0,0,118,50,0,0,155,0,907,998,0,0,949,872,0,4,0,0,992,982,0,0,958,0,135.196,49.1127,0,0,91.7401,64.4264,0,0,0,0,66.2843,30.9706,0,0,94.0833,0,24.05,12.5139,0,0,14.6749,7.43571,0,0,0,0,5.25,4.44167,0,0,23.4749,0,14.3167,15.0917,0,0,13.5021,13.3357,0,0,0,0,4.5,26.5625,0,0,13.3564,electricity
71,72,117,115,84,105,19,0,86,16,106,197,71,62,105,214,1019,1020,953,951,983,986,1017,0,1014,8,957,984,18,1005,973,857,54.5269,39.6569,66.7696,71.2548,57.1127,63.799,11.6569,0,45.4558,0,63.799,110.184,34.5269,45.1127,62.9706,230.953,16.0476,0,13.6364,15.8259,13.125,23,3.5,0,7.28571,0,0,1.43333,25.495,5.72778,4.75,5.92157,24.0524,0,15.8939,9.5,4.5,6,2,0,17.619,0,0,5.43333,5.50502,21.0495,28.25,14.902,fire-brigade
126,191,56,101,135,134,90,0,135,0,156,68,45,81,112,232,1009,965,19,945,975,925,960,0,991,0,1004,1004,4,1015,954,946,84.8701,67.9411,33.1127,65.1543,85.0122,63.799,58.0833,0,67.7401,0,60.4853,44.4853,18.1421,57.4558,58.8284,103.941,18.6732,12.5,25.0641,11.391,18.3328,20.6667,9.53733,0,8.55342,0,9.77778,2.66667,22.2531,4.75,7.25,2.46,12.7576,9.875,25.6218,9.75241,22.4969,16.7407,10.3869,0,17.4881,0,5.33333,11,2.50617,17.25,2.16667,2.04222,fire-brigade
92,177,39,83,150,123,102,4,167,49,104,173,115,72,102,119,989,999,983,18,990,996,959,3,762,46,1004,961,996,13,1000,932,59.9411,73.3553,24.3848,97.196,75.5563,67.1127,60.0833,0,84.3259,0,62.9706,63.799,65.4558,78.669,61.3137,72.3848,26.4444,5.61645,27.3538,9.51786,18.3556,24.75,11.733,0,14.5996,0,0,1.91667,7.5,5.62667,0,11.8333,12.4222,13.2293,27.7385,15.8929,27.4778,20.875,8.5,0,14.4717,0,0,5.16667,12.25,23.0133,0,15.5,fire-brigade
126,190,32,162,190,126,123,66,189,34,112,192,21,121,112,121,1000,1005,1004,983,1008,969,894,6,19,991,996,26,1019,942,1015,960,81.4975,63.2132,12.4853,138.267,92.1838,66.8701,69.7401,0,84.6274,20.1421,62.1421,78.3848,0,72.0833,60.4853,108.87,18.7693,3.10985,28,15.3575,8.69967,25.3667,13.455,0,19.2305,2.88889,0,2.50794,0,14.4423,0,8.46667,10.9097,13.9394,28.5,15.5899,22.3617,22.5167,9.12644,0,17.4636,27.4278,0,2.03175,0,11.7284,0,19.1333,fire-brigade
118,195,9,233,130,113,123,19,159,40,101,234,115,57,81,109,990,4,1021,860,978,990,923,20,987,6,1021,939,954,1006,1007,949,79.4975,68.8701,4,99.6396,84.3259,66.2843,73.4975,15.0711,71.9828,0,62.1421,90.9706,57.1127,34.1421,59.6569,119.456,20.6412,11.5833,0,10.3112,18.8714,22.1429,14.2887,11.8667,12.6001,0,0,9.72222,19.6944,2.5,0,5.5,10.2559,13.756,0,13.3699,20.5923,23.0179,8.62374,2.13333,22.1777,0,0,21.4444,11.6333,26.5,0,27.6667,fire-brigade
111,124,156,100,163,148,49,33,189,45,66,236,37,254,10,139,951,1007,967,967,1011,1016,985,4,1003,16,4,979,1000,968,1015,949,58.8701,60.1421,67.1543,42.7696,70.1838,69.598,22.9706,0,66.2843,22.9706,43.3137,82.5269,44.1421,84.8112,8.82843,117.012,7.62288,4,19.5594,6.70513,6.14094,23.754,3.33333,0,13.5333,5.1,14.75,11.8889,4.61111,21.6036,0,7.10256,18.1895,14.25,21.7474,6.41667,9.70643,11.0556,2.66667,0,15.9333,26.5,5,15.6759,12.2222,14.3059,0,9.82051,fire-brigade
80,165,210,45,120,251,89,98,217,69,147,375,101,198,8,207,969,957,970,11,1014,963,962,45,19,995,1017,743,1002,1020,6,12,0,62.7696,72.2254,22.1421,63.799,74.669,35.6985,0,5.41421,0,53.598,116.225,48.8701,130.569,0,94.3259,0,15.4375,19.6501,3,18.8667,21.5097,4.41667,0,1.33333,0,28,9.46075,8.14286,10.2667,0,5.43098,0,26.75,19.5414,6.75,22.5,19.1869,4.58114,0,12.8333,0,9.5,13.5618,12.3929,14.1889,0,11.3131,fire-brigade
167,244,217,3,139,247,131,0,258,20,139,298,157,203,15,224,1002,926,931,4,952,95,9,0,1008,1011,1009,964,16,29,3,951,62.7696,69.3553,84.3675,0,54.3848,81.2965,0,0,77.6396,9.65685,67.3553,107.598,55.4558,81.8823,0,106.426,23.1855,4.93939,13.6005,0,16.5238,14.7184,0,0,11.5185,1.5,28.0278,10.4074,13.6667,8.36802,0,17.1,14.6803,16.5644,13.6156,0,23.2381,12.6755,0,0,9.35541,27,14.6111,15.2239,17.1667,14.318,0,24.7595,fire-brigade
136,275,138,177,171,193,158,94,310,15,180,224,19,177,165,268,1022,1004,994,947,994,961,983,16,997,1015,989,998,11,1021,1013,16,57.9411,50.6274,34.2843,61.598,66.1838,69.3553,60.0833,0,76.2254,0,62.1421,86.5269,0,29.8995,62.9706,94.3259,26.2061,18.2666,20.1014,7.89316,23.301,22.2556,10.6648,0,12.7126,0,10.8333,10.8095,0,10.5,0,24.5135,16.7456,19.7503,18.1596,9.5641,16.7605,22.2556,8.20312,0,12.6876,0,2,7.59524,0,24,0,9.22567,fire-brigade
93,240,175,120,99,223,27,0,291,55,147,250,41,177,14,142,9,996,858,49,985,943,12,0,963,1012,1014,844,999,9,1010,951,46.6274,58.6274,81.2965,34.6274,79.0122,77.1543,14.7279,0,99.799,26.9706,63.799,68.7279,22.4853,65.4558,12.8284,119.598,27.5833,8.18461,18.1829,4.97329,9.69298,17.1325,3.25926,0,19.843,3.5,20.2083,11.1852,7.33333,3.07778,0,17.4583,22.75,13.7197,19.1664,6.69551,12.193,15.781,3.25926,0,12.8768,23,15.5,4.96296,3.91667,14.9444,0,21.1667,fire-brigade
98,86,42,96,93,119,101,8,102,43,144,154,95,108,139,176,993,976,1002,975,1005,898,894,1017,995,1009,1012,959,968,1012,936,21,68.3848,65.4558,19.6569,74.2254,60.4853,52.2843,70.5685,0,68.7696,0,65.2132,190.225,87.4558,67.6985,81.799,143.941,18.3,20.8333,16,10.7238,0,14.0271,13.6125,0,16.9236,0,3.36667,12.0222,9.44444,12.25,4.64444,10.3148,1.8,5.33333,15,16.0988,0,14.8833,10,0,17.3264,0,2.11667,9.02222,3.58333,13.5,4.48889,5.44444,fire-brigade
69,100,50,102,69,80,91,8,105,15,165,97,94,129,189,99,13,1011,983,914,925,983,35,1021,974,1017,18,976,14,1007,26,1002,19.3137,63.799,22.3848,69.6396,61.2132,60.6274,62.0833,0,69.598,0,76.7696,132.225,0,95.397,63.3137,63.799,1.58333,0,27.3538,12.0196,11.2169,25.1762,12.1173,0,17.6944,0,19.4056,11.2424,0,25.1417,21.0833,0,28.5,0,27.7385,12.1672,18.3757,23.0119,9.13036,0,22.2278,0,13.625,8.90909,0,17.2866,9.04167,0,fire-brigade
10,112,87,57,69,115,85,0,62,0,70,175,71,57,93,165,4,878,934,14,993,22,956,0,5,0,7,950,1005,1005,974,937,0,75.9828,33.6985,40.9706,58,63.598,52.4264,0,39.4558,0,120.971,87.9828,41.3137,0,58.8284,73.5563,0,17.1501,17.3295,2.75,0,16.8603,10.5072,0,6.51389,0,12.25,8.37185,0,0,0,11.7579,0,10.0903,16.8995,13.2083,0,16.9419,7.62681,0,25.75,0,2.5,5.63213,0,0,0,4.41667,fire-brigade
13,164,16,104,100,126,122,10,83,1,89,161,163,3,109,174,11,1018,1017,941,975,958,931,14,1021,4,987,972,3,2,996,917,0,78.2254,0,65.4558,59.3137,65.4558,71.2548,6.24264,46.1421,0,130.77,94.4264,78.2254,0,59.6569,61.3137,0,11.6865,0,4.25,14.75,16.95,21.1364,1.77778,5.33333,0,12.6667,12.5796,9.07545,0,0,6.11111,0,8.41738,0,23.5833,14,23.85,9.125,1.77778,26.3333,0,0.666667,5.09074,6.85591,0,0,0.555556,fire-brigade
20,128,62,92,9,216,120,26,44,0,85,141,180,41,15,247,10,881,992,1001,1018,858,977,1011,988,0,1001,995,999,28,1017,896,6.82843,74.3259,29.0711,61.799,0,109.355,70.1838,15.8995,23.799,0,62.1421,63.3553,76.1838,0,0,88.2843,14.3333,16.7246,14.3889,0,0,12.7513,22.6667,3.2381,4.08095,0,0,9.19019,10.4495,0,0,13.7407,0.666667,12.3405,4.22222,0,0,22.459,13.3509,4.95238,27.1333,0,0,9.32536,7.82476,0,0,4.87654,fire-brigade
95,97,20,5,153,84,74,56,20,17,100,126,123,82,38,151,986,977,1017,1016,9,5,965,5,1016,3,1005,965,1001,946,999,854,70.0416,66.0416,15.4142,0,0,69.4558,50.7696,82.2254,16.8284,0,60.4853,157.338,73.1127,56.1838,44.8284,78.0416,11.0952,20.3095,0,0,0,10.65,20.3718,7.56989,0,0,0,16.1343,21.5119,7.49275,0,5.15952,5.19048,25.7976,0,0,0,16.2667,24.5,12.4624,0,0,0,9.39916,5.44643,17.9004,0,8.70238,fire-brigade
172,130,21,135,128,144,103,151,120,65,129,152,78,97,121,211,847,993,1016,1017,928,974,986,1017,976,4,970,23,30,12,990,849,107.698,62.9706,12.8284,65.4558,77.8406,62.9706,0,86.8701,60.0833,0,62.1421,180.225,34.8701,49.9411,59.6569,92.0416,10,0,4,6.25,17.4632,2.88889,0,15.6259,12.6562,0,0,4.15278,18.4596,5.5,0,10.0688,1.75,0,19.5,2.33333,16.5709,9.05556,0,22.4037,22.875,0,0,11.375,10.5319,21.0519,0,16.1693,fire-brigade
209,122,94,36,170,109,106,140,129,7,118,137,113,175,115,138,957,998,996,1018,1013,1003,994,977,918,7,1005,986,996,965,1016,1012,86.4264,65.4558,63.4558,0,100.527,66.9706,63.799,79.4975,67.1127,2,62.1421,62.4264,67.1127,87.9828,61.3137,64.9706,11.25,6.75,7.41667,0,5.87654,22.25,14,16.9529,20.3333,0,0,17.7436,7,18.5399,0,14.3333,7.625,10.75,12.9167,0,14.3457,13.3333,13.25,16.3134,25.6667,0,0,23.9461,11.3333,12.3756,0,8.35417,fire-brigade
150,134,6,156,250,174,140,116,150,91,69,177,103,155,160,232,1013,1013,6,983,988,968,1014,1004,972,1011,3,23,1019,949,1010,914,74.0416,61.3137,0,0,86.8701,61.3137,62.9706,55.9411,68.7696,48.2843,26.8284,155.622,62.9706,73.0122,61.3137,153.841,4.5963,0,0,0,11.1667,0,0,12.4815,16,8.97917,18.7407,12.4359,12,23.4916,11.5,8.03889,8.06296,0,0,0,23.6488,0,0,5.62037,15.3571,26.3333,18.3519,11.6554,13.75,4.76471,6.70833,3.7,fire-brigade
88,164,66,112,206,123,64,0,119,5,183,222,159,151,191,143,19,948,978,953,967,1003,19,0,961,6,1012,923,807,858,1001,933,34.9706,84.3259,41.4558,69.9828,66.2843,67.1127,36.9706,0,70.4264,2,64.6274,103.456,84.1838,93.2965,60.4853,100.284,21.875,17.6268,23.9,6.83443,7.73333,19,9.875,0,17.1944,0,6.375,20.7407,5.04938,23.0323,4.33333,25.0833,24,13.2493,26.625,16.1272,12.9833,11,2.25,0,22.5,0,0.75,11.9426,7.79012,18.9435,6.16667,24.6667,fire-brigade
138,97,6,63,89,2,70,88,25,0,92,83,91,105,77,55,4,997,4,970,924,4,1003,937,1008,0,1018,1004,923,1004,1000,996,141.296,67.6985,0,42.2843,59.0122,0,62.9706,60.3259,21.6569,0,53.4558,59.6569,54.6274,71.7401,60.4853,47.6569,11.4262,9.73333,0,26,9.77623,0,14,10.795,0,0,11.4462,0,14.8125,13.4281,0,0,9.11905,21.2167,0,24.15,10.4559,0,10,10.0315,0,0,9.38106,0,10.625,14.7719,0,0,fire-brigade
79,121,3,92,108,56,34,98,51,0,94,38,146,28,99,128,6,17,6,904,915,11,19,958,1006,0,1001,1018,1016,12,986,804,60.8284,78.468,0,61.598,65.4558,33.3137,22.1421,73.0122,0,0,59.6569,18.8284,76.8112,20.1421,61.3137,56.8701,20.0556,15.1806,0,17.512,21.875,9.16667,27.3,14.4131,0,0,0,14.5,10.2894,3.4,0,5.75309,7.83333,19.4344,0,12.7254,26.25,4.69444,28.5,17.6916,0,0,0,0.75,9.16796,28.5,0,7.12346,fire-brigade
107,102,15,91,20,3,141,5,101,10,132,82,147,110,102,92,25,990,2,949,1015,1022,17,6,990,1020,13,997,21,1019,841,976,57.0711,66.2843,0,69.598,12.2426,0,91.1543,2,67.1127,0,56.5269,62.1421,0,79.0122,59.6569,62.9706,8.52083,17.25,0,8.43182,13.0278,0,20.2325,0,20.25,0,24.9691,14.5,0,11.7576,6.94444,0,3.125,12,0,13.8773,9.72222,0,20.1602,0,25.25,0,16.8827,5.25,0,10.4432,3.27778,0,fire-brigade
27,106,52,48,101,115,104,0,86,0,93,163,40,112,91,157,3,947,994,929,6,923,925,0,932,0,940,973,988,25,1008,769,34.4853,72.669,29.2132,41.4558,67.6985,65.4558,63.7401,0,61.9411,0,60.4853,95.5563,17.4142,148.853,60.4853,90.7279,6.25,15.2874,26.8778,3.71429,26.3782,19.6524,12.0154,0,11.4821,0,9.83333,2.11458,12.3889,12.6333,0,4.55556,11.6667,10.3333,25.7444,10,24.3564,18.8889,10.3631,0,24.8214,0,3.33333,6.73958,1.77778,14.3667,0,5,fire-brigade
63,58,34,78,93,45,111,27,110,64,92,125,56,79,89,119,986,946,996,971,6,994,989,9,844,10,1008,967,1011,963,989,17,43.799,42.8701,14.4853,56.6274,61.3137,32.9706,79.6396,0,84.8112,0,61.3137,221.64,74.9706,60.6274,58.8284,85.8995,14.5,5.02525,16.5833,2.33333,26.75,25.8,15.9159,0,16.4834,0,0,10.6333,15.1667,2.58333,0,12.3704,7,5.04545,15,19,27.8333,27.85,12.972,0,11.7164,0,0,14.1,3.5,7.33333,0,7.85185,fire-brigade
164,142,72,148,144,168,179,30,157,70,122,168,133,143,154,235,1017,993,1003,975,943,991,950,21,948,3,1015,1011,1015,993,1002,969,72.1838,66.0416,37.6569,67.6985,69.6985,63.799,79.7401,16.7279,71.397,0,62.1421,92.7696,99.9411,67.8406,61.3137,99.2132,23.048,17.6603,16.6667,8.62121,26.5606,6.58333,17.0849,3.25926,13.5524,0,5.5,11.3426,23.3762,7.61404,9.25,15.1852,12.1889,4.42063,2.66667,24.3939,23.7235,0.777778,16.7944,3.48148,20.9333,0,2,8.5787,6.03571,11.3333,10,7.83704,fire-brigade
127,207,156,130,58,290,161,126,163,34,158,255,89,122,149,287,987,989,965,945,999,953,1002,7,955,7,996,936,989,1004,1003,940,55.3137,80.5269,63.4558,62.7696,29.3137,91.0122,71.397,0,73.1543,0,61.3137,128.669,28.1421,63.1127,63.799,57.5563,26.7123,14.9524,14.1667,4,29,13.8871,13.6057,0,16.1506,0,0,9.45432,14.9167,4.4304,0,11.1481,16.4544,6.75595,10.8556,19.25,10.5,19.2915,10.25,0,21.6123,0,0,12.8049,12.8333,13.4872,0,8.62037,fire-brigade
131,215,108,171,82,215,213,64,87,92,167,209,222,50,160,295,962,1008,975,1012,999,836,976,1004,995,21,985,991,985,17,1006,986,42.4853,71.8406,48.1421,66.2843,43.6569,110.87,77.4975,29.799,0,0,62.1421,149.841,68.0833,0,61.3137,97.8406,14.5667,16.2924,6.26667,4.75,29.5,14.55,20.7017,4.33333,0,0,0,7.63333,14.3004,0,0,17.2831,5.1,14.2091,5.1,14,20,18.3111,20.1503,7.16667,0,0,0,11.2933,13.8614,0,0,11.7632,fire-brigade
71,278,179,2,14,269,79,0,195,20,12,376,158,75,56,256,1003,20,991,6,1020,948,988,0,1001,3,1017,997,934,1008,1004,1008,0,64.1421,75.7401,0,10,105.397,36.2843,0,25.3137,0,0,60.4853,49.6569,0,67.1127,62.1421,0,8.76124,18.5492,0,0,16.8235,4.75,0,4.33333,0,0,13.2381,15.9117,0,0,0,0,9.14418,18.177,0,0,22.1373,6.35,0,14.25,0,0,15.0143,16.4601,0,0,0,fire-brigade
191,285,165,81,196,245,53,0,148,253,214,355,212,178,250,91,42,1015,997,39,929,988,21,0,969,25,1008,1008,1007,1020,1010,1012,83.4558,67.598,72.5685,36.5269,70.669,74.0833,23.2132,0,60.7696,0,59.6569,157.941,58.0416,139.095,64.6274,59.6569,23.9924,8.40278,19.172,5.00794,23.4885,14.5164,2.37778,0,19.6,0,0,7.21333,4.83333,10.2302,0,0,9.05777,16.1174,20.832,4.87698,16.9736,12.0389,2.37778,0,26.5,0,0,10.8333,7.01389,17.7698,0,0,fire-brigade
