%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
236,216,97,275,177,154,231,206,67,13.5,8.5,6,4,1,42.5,2.5,19.5,12.5,1681,1788,1783,1581,1809,24,1791,1738,1804,fire-brigade
286,287,128,336,113,205,285,185,100,13.5,8.5,23.5,0.5,0,28,10.5,18.5,15.5,1759,1703,1772,1321,1820,1809,1827,1736,1755,fire-brigade
260,308,50,276,134,236,236,168,160,14.5,21.5,7,1,1.5,23.5,12.5,20,21.5,58,4,1787,1782,1761,1771,1722,1767,1718,fire-brigade
261,113,37,405,185,241,275,188,173,11.5,14.5,0,6.5,14,26,4,0,19.5,1843,1797,2,1575,1806,1750,1803,1837,4,fire-brigade
269,230,39,402,202,327,294,230,31,7.5,15,4.5,3.5,4,24.5,8,17.5,0,1833,1821,1832,1747,17,25,1835,1821,18,fire-brigade
278,236,57,479,58,278,237,199,77,1,2,3,3,1,78,3,4,0,1817,1794,1812,58,1845,1809,38,1832,48,fire-brigade
281,234,2,358,183,364,206,219,78,5.5,29,0,6.5,3,28,2.5,12.5,0,1793,1828,3,1704,1832,1840,1829,1825,1771,fire-brigade
289,254,145,313,133,258,193,169,145,1.5,1,2,3,1,32,2,10,0,1815,1715,1811,42,1837,1834,1763,1774,1840,fire-brigade
330,296,106,387,114,310,348,232,62,8.5,7,9,8.5,12,20.5,12.5,19,4,37,1757,20,22,1842,1767,1699,1801,1835,fire-brigade
401,290,214,352,193,160,311,305,29,22,2,12,2.5,18.5,24,26,18.5,5,1612,1646,3,5,1804,1708,1817,1804,1832,fire-brigade
412,345,4,387,247,223,391,255,107,17,12.5,0,8.5,155,41,5.5,15,2,1740,1766,3,24,1790,1757,1742,1817,1809,fire-brigade
427,225,0,592,532,241,496,275,176,28.5,0,0,8.5,15,14,8.5,6,7,1555,3,0,46,1611,1755,1836,1821,1777,fire-brigade
386,365,219,396,255,175,299,141,0,5.5,6.5,1.5,4,14,39,15.5,18.5,0,1654,1628,1679,1635,1635,1750,1832,26,0,fire-brigade
159,197,160,271,149,184,68,177,45,1.5,0,14.5,13.5,0,30,3,2,6,1770,1813,1827,1810,1829,1743,36,1784,1820,fire-brigade
438,350,167,355,122,238,355,211,11,2.5,7,22.5,4,1,42,8,0,0,1783,1811,22,1829,1846,1846,1656,1737,16,fire-brigade
339,284,221,536,184,218,263,238,30,8.5,3,7.5,3,0,12.5,6,22,0,1811,1802,1807,1830,1819,7,23,1740,20,fire-brigade
334,360,101,413,138,215,332,181,4,11.5,14,5,3.5,3,31.5,9,13,0,1746,1821,1824,1825,1829,1844,1829,1807,6,fire-brigade
326,342,90,501,118,273,287,188,2,12.5,16.5,8,11,2,73.5,14,11,0,1824,1835,1782,1652,1842,1847,1714,1784,6,fire-brigade
330,151,20,401,240,236,297,29,0,6.5,13,0,5,16,25,27.5,4.5,0,1581,1756,4,1564,1697,4,1740,18,0,fire-brigade
324,237,80,364,127,186,311,124,0,6.5,10,1,18.5,10,14,15,16.5,0,1644,1636,1821,61,43,1707,1789,1696,0,fire-brigade
390,275,205,402,182,65,308,103,0,18.5,1.5,3.5,7.5,14,6,27,14.5,0,1683,1673,1793,16,1705,14,1796,22,0,fire-brigade
476,331,172,462,214,208,389,125,0,5,2.5,7,9.5,20.5,29,22,17.5,0,1503,1653,1791,1796,1746,1579,1824,1758,0,fire-brigade
331,318,144,217,327,176,221,196,9,101.5,5.5,2,2.5,14,25.5,6.5,27,0,1686,1681,1752,17,1729,28,1762,1774,5,fire-brigade
233,250,185,245,152,348,212,251,8,9.5,4.5,15.5,4.5,4,27.5,9.5,23.5,1,1838,1827,11,6,1795,1753,1832,1845,6,fire-brigade
194,265,239,387,247,256,222,404,4,10.5,8,20,15,16,22.5,5.5,29.5,0.5,1771,1753,1829,1700,1713,1830,1841,1823,8,fire-brigade
363,344,196,368,317,227,283,255,39,11,4,38.5,4.5,12,26,11.5,27,0,1819,1826,1724,1839,1728,1808,1744,1783,16,fire-brigade
270,510,188,233,425,298,300,355,86,15.5,29,21,0,9,10,15.5,22.5,11.5,1834,1791,1836,1843,26,1806,1836,1805,1821,fire-brigade
262,538,213,104,241,306,165,298,215,11.5,3,17,4,3.5,15,18,32,0,1817,1695,4,1838,1748,30,1793,1767,59,fire-brigade
343,338,101,280,125,252,275,173,0,44.5,9,4,10.5,10.5,27,22,21,0,1737,1699,1788,1739,54,1799,1642,35,0,fire-brigade
372,250,29,381,243,387,345,153,54,5,2,1,4.5,9,24,17,19.5,0,1759,1672,1839,1673,1748,1635,1621,1740,2,fire-brigade
294,202,86,349,204,262,223,149,81,20.5,25.5,0,8,9.5,30.5,23,13,0,1686,1616,14,1771,55,1670,16,1738,7,fire-brigade
446,280,2,470,256,313,391,114,58,50,11,0,11.5,9,30,26,13,0,23,1783,3,1797,1738,1751,1820,1796,19,fire-brigade
275,401,32,393,255,219,336,137,0,15,20,3,8,19.5,16,18,19,0,1834,1748,1839,1810,1768,1766,1819,1827,0,fire-brigade
232,223,88,263,170,76,238,84,0,10.5,19,3,3.5,23.5,25.5,15.5,17,0,1685,1682,1729,1752,1737,23,13,16,0,fire-brigade
331,220,113,319,72,123,230,146,0,26,3,1,33,9.5,31,10.5,28.5,0,1641,1709,1786,31,1775,1718,1723,1708,0,fire-brigade
324,344,151,349,260,69,281,57,0,12.5,6.5,8.5,3,28,12,19.5,9,0,1673,1796,1714,1468,1828,1810,1708,1804,0,fire-brigade
257,272,100,302,144,89,248,126,0,9,13,14,7.5,18.5,20.5,14,21.5,0,1610,1502,1778,1616,31,1718,1691,1717,0,fire-brigade
446,384,270,370,151,134,293,173,0,12.5,2,18,1,20,18.5,10,21,0,1727,1812,1581,1440,1797,1795,1472,1781,0,fire-brigade
217,205,66,197,133,125,202,170,11,19.5,7,5,1,1,11.5,13,22,1,1733,1770,1752,56,1743,1709,12,1730,1844,fire-brigade
250,107,52,310,140,238,250,140,9,21,6,0,8,3,29,29.5,21,0,1753,1783,7,47,1686,1703,19,1712,1836,fire-brigade
221,168,42,158,292,146,151,184,0,30.5,18.5,0,7,13.5,29.5,3.5,28.5,0,1729,1711,1831,6,42,19,1673,11,0,fire-brigade
331,264,189,330,150,138,263,168,0,41.5,4,14.5,8,16.5,21,6,26,0,1695,1775,1541,1443,1750,1759,1567,1751,0,fire-brigade
286,366,83,246,96,150,293,226,91,10,16,4,1,7.5,19,10,27,0,1678,1777,1806,1825,1816,1739,1606,1666,38,fire-brigade
253,328,14,366,279,217,323,107,20,13,24,1,6,19.5,31.5,39.5,15,0,1779,1693,1841,1732,1706,37,1546,1764,1846,fire-brigade
520,311,85,612,310,230,467,6,0,9.5,3.5,3,6.5,24,26,28.5,0.5,0,1526,1799,1810,1490,1748,1746,1843,8,0,fire-brigade
360,206,102,458,392,330,448,194,9,22.5,19,0,11.5,6,29.5,22,16.5,0,1639,1710,7,1810,1402,1763,1367,1788,1836,fire-brigade
304,350,118,411,300,126,310,100,0,12.5,12.5,9,6,25,10.5,13.5,13.5,0,1762,1815,1783,1486,1721,14,1685,32,0,fire-brigade
395,376,161,489,343,161,355,85,19,11,2,10,8.5,22.5,21,18,13,0,1741,1839,10,45,1756,1793,1560,1804,5,fire-brigade
188,213,163,385,95,152,241,176,115,3.5,3,4.5,4,2,14.5,4,0,12,1808,1839,1762,1703,1839,1775,1809,1822,1715,fire-brigade
292,230,237,457,116,176,353,228,165,5,4,24.5,3,0,7.5,5,7,15,1786,1836,1776,1821,32,4,1815,1837,1731,fire-brigade
227,292,64,409,89,204,241,198,145,2.5,8,9,5,0,29,7.5,2,9,4,1803,1814,1801,1845,1730,1734,1822,1752,fire-brigade
232,260,9,395,92,238,217,170,101,2.5,24.5,1,7.5,0,36.5,6.5,0,1,1833,1817,7,1831,1814,15,11,1818,1787,fire-brigade
176,153,79,299,75,258,147,143,23,5,13,0,6,3,25.5,6.5,0,0,1808,1842,1839,10,19,1753,1795,1824,1839,fire-brigade
158,267,127,315,205,146,189,174,75,2.5,8,20.5,0.5,1,12.5,0.5,24,15,1846,1613,1823,1781,1803,1626,1657,23,1754,fire-brigade
146,196,113,328,76,155,134,152,63,3,7,16,12.5,0,27.5,3.5,22.5,11.5,6,1662,1839,1451,1835,1694,21,1757,35,fire-brigade
63,243,44,170,235,107,120,227,41,4,28.5,0,4,5,6.5,2.5,25.5,6,26,1750,8,1775,1718,1822,1745,1593,1808,fire-brigade
93,308,10,228,225,133,177,199,96,7,20.5,0,0,4,14,3.5,6,12.5,1820,1807,16,1798,1702,1788,1781,1794,1779,fire-brigade
98,189,64,140,375,127,155,226,109,7,27,0,0,92,8,3.5,4,12.5,1836,22,31,1819,1687,1740,1737,1772,1830,fire-brigade
153,238,41,217,105,81,87,71,92,5.5,7.5,6,4.5,2.5,13.5,1,6,29.5,1766,1585,6,1698,18,1745,1799,23,11,fire-brigade
266,206,67,307,156,204,283,201,220,2.5,12.5,9.5,2,8,17,16.5,4,5.5,1671,1818,1807,9,1817,1807,1780,1781,1841,fire-brigade
296,221,166,184,331,137,237,190,181,8,2,15,5,14,10,4,4,13.5,1821,1818,1812,1703,1780,63,1838,1836,1809,fire-brigade
199,256,201,356,221,224,415,211,222,4.5,8.5,16.5,19.5,3.5,1,4.5,0,13,1824,1653,1838,1791,1809,1841,1808,1807,1826,fire-brigade
213,344,129,308,288,185,310,202,55,18,17,16.5,2,9.5,19.5,2,5,7,36,13,20,1818,1485,70,1761,1672,29,fire-brigade
978,635,330,833,422,426,494,161,229,9.5,10,12,8,18.5,14.5,0,0,0,1776,1835,1836,1821,1787,1844,4,1770,10,fire-brigade
744,201,346,659,447,701,772,529,93,20.5,8.5,0,4,2.5,13,10,0,4,1844,1834,15,1825,1844,1827,1844,1839,1847,fire-brigade
719,597,127,819,267,693,662,340,22,19,17,1,9.5,4,25.5,15.5,0,0,1839,1843,1842,1830,1813,1846,1844,1841,1839,fire-brigade
665,590,444,871,483,433,790,279,152,14,11.5,9.5,6.5,5.5,23,11,0,0,1830,1831,1824,1821,1837,1841,1836,3,1839,fire-brigade
995,719,522,835,344,466,372,488,26,11,6.5,8.5,8,10,14,8,0,0,1822,4,1815,1829,1839,1837,3,1704,4,fire-brigade
178,130,56,193,94,114,115,35,162,13.5,3,2,5.5,6.5,17,13.5,0,28,4,1796,1816,1808,1841,1807,1722,1840,1777,fire-brigade
149,141,24,208,136,156,186,43,140,14,26,0,1.5,6.5,26.5,4,1,18,39,1684,9,26,1801,1659,1711,8,1728,fire-brigade
178,165,97,238,90,115,47,71,114,4,4,13.5,8.5,1,10,3,7.5,15,1818,1844,1815,1659,1820,1804,1802,18,1723,fire-brigade
142,228,77,256,73,126,205,171,52,7.5,14,8.5,1,1,12,7.5,24.5,9,20,1819,10,1455,1818,1784,1663,1628,1778,fire-brigade
138,134,84,147,193,124,125,146,75,10.5,12.5,7,2,4,2,3,20,11.5,1790,1835,1830,1815,1666,1828,1633,1741,12,fire-brigade
238,369,118,189,371,205,246,308,156,11.5,21.5,14.5,0,2.5,9.5,5.5,10.5,21.5,1840,1812,28,1823,1807,1828,1797,1784,1820,fire-brigade
273,267,106,314,533,235,219,369,99,6,12.5,8.5,9,6.5,6,9.5,19.5,14,1769,7,1734,1751,1556,1756,1711,1768,1806,fire-brigade
276,365,35,300,498,247,253,298,214,9,21,0,3,9,0,2.5,5,16.5,1767,1808,1838,1761,1798,1846,1731,1619,1810,fire-brigade
159,443,99,203,391,182,205,336,151,2.5,25.5,0,0,8.5,12,9,29,0,8,18,1845,1836,1752,1774,1699,1802,8,fire-brigade
437,468,119,486,192,291,414,298,3,72.5,17,12,2.5,5.5,52,14.5,34,0,49,1831,12,1807,1831,1845,1770,1792,6,fire-brigade
688,295,262,491,222,195,127,260,106,9,7,9.5,8,0,18,6,32.5,0,1796,1833,1777,7,1675,1820,10,1801,10,fire-brigade
626,448,403,539,256,197,220,178,0,4.5,0,15.5,12,2,0,29,19.5,0,1841,1840,1835,1773,1831,1830,46,1788,0,fire-brigade
443,408,282,465,283,162,348,173,13,4,7,18,9,2.5,15,22.5,18,0,1776,1820,1778,1809,1801,1836,14,1766,2,fire-brigade
512,346,245,630,265,180,308,66,12,2.5,2,1.5,2,19,20,41.5,7,0,1811,1826,26,1832,1810,14,1760,1808,6,fire-brigade
542,426,277,460,289,221,332,157,181,6,2,4,13,13,22,33.5,15.5,0,1837,1786,1777,4,1829,1839,1799,8,7,fire-brigade
540,343,16,564,151,367,371,245,93,12.5,9,1,6,0,24.5,8,5,3,1814,1844,1840,1804,1841,1718,1832,1798,1815,fire-brigade
332,252,146,485,96,246,318,200,224,2.5,19,0,2,4,33.5,7.5,0,3,1769,1822,24,1543,1822,1802,1662,1813,1684,fire-brigade
414,391,220,385,323,166,341,67,0,56,6,17.5,4.5,15,20.5,30.5,5,0,1819,1684,1760,1824,1779,55,1815,1843,0,fire-brigade
463,219,243,463,239,117,266,72,12,74.5,2,10,8.5,21,20,31,10.5,0,1832,1820,1694,1715,1744,1790,11,6,17,fire-brigade
406,384,214,412,121,179,170,216,64,5,4,4.5,9.5,1.5,17.5,5,17.5,8.5,1746,1838,1838,1803,1824,1844,5,1785,1821,fire-brigade
148,220,9,226,58,210,158,157,133,10,8.5,0.5,6,5,27.5,2.5,0,2.5,1783,1827,1845,15,1833,1792,1839,1823,1785,fire-brigade
302,306,0,345,184,355,304,149,134,12.5,22.5,0,24.5,4,14.5,19.5,13,0,1833,1839,0,1778,1812,1835,1783,1749,17,fire-brigade
181,196,18,225,183,156,185,174,124,5.5,0,0,8,0,20.5,11,1.5,2,1828,1833,1831,42,1830,1802,1830,1772,1773,fire-brigade
199,169,44,372,236,98,210,163,200,2.5,6.5,0,3.5,22.5,14,3.5,0,14.5,1828,1841,3,1788,1844,18,1842,1836,1838,fire-brigade
260,159,47,304,202,222,138,62,0,6.5,2,0,8,16,6,7.5,8,0,1778,1818,1812,1834,36,1608,1756,1804,0,fire-brigade
138,243,82,173,102,97,250,133,121,5.5,26.5,11,3,0,8,2,5,22.5,27,1800,16,1787,1834,42,1749,1782,20,fire-brigade
156,138,79,259,89,126,220,121,111,0.5,2,0,3,2,24,9.5,0,0,1772,1840,8,1807,1810,1795,1762,1817,1789,fire-brigade
148,171,141,171,184,128,192,33,0,1.5,1.5,5,7.5,4,13.5,23.5,4,0,1739,1834,1685,1805,1715,1622,1774,1811,0,fire-brigade
105,172,81,208,89,158,170,99,25,1.5,0,14,1.5,1,13,18.5,3,0,1821,1817,1783,1774,1782,1698,1808,1764,11,fire-brigade
116,129,62,269,91,179,179,117,95,2.5,2,15,1,0,11,11.5,1,0,1822,1727,13,1654,1827,1742,1782,1772,6,fire-brigade
267,327,210,415,159,219,257,213,85,7.5,7,19.5,3.5,1.5,22.5,5.5,20,13,1767,1792,1819,1766,1812,11,1812,1822,1785,fire-brigade
306,472,229,490,215,244,372,380,175,10.5,12,12.5,2,6.5,4,5.5,7.5,20.5,1709,1823,1813,1813,1814,1809,1820,1811,1790,fire-brigade
236,389,225,193,361,353,144,391,103,4.5,17,19.5,0,9.5,8.5,1,25.5,13.5,1713,1808,1810,1839,1496,1779,1822,1739,1796,fire-brigade
243,232,6,197,372,186,199,319,130,11.5,26,0.5,1,20.5,19.5,5,16,26.5,8,1758,6,1799,4,1829,1695,1699,1742,fire-brigade
304,245,86,463,418,256,259,298,171,10.5,6,10,5.5,2.5,14.5,8.5,12,21.5,13,1838,1772,1842,1818,1791,1704,1696,1674,fire-brigade
407,292,68,471,90,223,352,191,105,4,22,8,6,2.5,28,9.5,15,11,1792,1622,1805,1803,1837,1822,1788,1819,1794,fire-brigade
502,432,251,726,190,103,576,239,230,11,6,14.5,12,4,0,4,3,18.5,1789,1800,1768,1808,1815,1827,1763,1805,1743,fire-brigade
570,499,266,493,357,301,348,363,350,10.5,5,11.5,3,2,33,9.5,32.5,0,1819,1825,1656,1811,1802,1846,1810,1789,13,fire-brigade
339,425,212,369,205,254,393,267,63,12,4,22,5,1,22.5,4.5,17,9,30,1810,1753,1695,1819,1838,1834,9,1805,fire-brigade
620,417,199,603,142,272,176,292,73,8,10,15,8.5,4,23,9,24,8,9,1830,1781,1587,1809,1812,3,14,1819,fire-brigade
434,379,120,338,244,436,239,362,10,13,7.5,5,12,9,36,7.5,33.5,1.5,1835,1833,1827,1759,34,1833,17,1544,1843,fire-brigade
452,331,79,371,248,246,142,173,69,10,10,1,8,9.5,22.5,10.5,24,0,1779,1831,1812,1835,1756,1763,1831,1786,51,fire-brigade
428,395,261,364,260,271,105,249,1,3.5,0,4.5,10,4,31.5,4,29,0,1766,1793,1821,1810,1832,1813,9,1794,4,fire-brigade
681,274,224,664,265,284,330,273,292,18,2,3,5,5.5,31,15,28,0,1731,1814,1741,1745,1812,1842,1721,1794,6,fire-brigade
364,438,311,276,106,239,187,236,13,15.5,12,17,2,1,30,7,24,2,1799,1809,1786,1806,1835,1839,4,1773,1845,fire-brigade
213,290,148,134,182,93,172,132,127,2,3,11.5,0,1.5,0,2.5,2,21.5,1707,1750,1811,1835,1725,1835,1818,1761,1837,fire-brigade
296,301,73,203,175,180,241,151,148,9.5,12,7,0,1,19.5,2.5,1,22,104,1776,1805,1787,51,1753,1809,1783,1722,fire-brigade
221,200,44,313,168,182,293,165,162,12.5,11,5,15,3.5,16.5,6,1.5,19.5,1792,1748,1805,1645,46,1732,1697,1781,1816,fire-brigade
430,323,124,355,204,204,324,181,56,3,9,12,0,6,13,8,17,4,1765,1823,1814,1819,1779,1800,1476,1647,14,fire-brigade
207,355,113,204,237,156,301,166,112,8.5,15.5,14,0,1.5,3,5.5,3,13.5,1746,1774,1787,1823,1745,1838,14,6,1836,fire-brigade
866,440,14,741,522,669,410,256,11,21,20,0,11,8,24,8,10.5,0,1842,1838,18,1828,1835,1828,1829,1835,1846,fire-brigade
802,554,154,889,505,750,515,380,69,247,7.5,8,10.5,9,33.5,2.5,0,4,1839,1838,1831,1830,1817,1776,1842,1809,1837,fire-brigade
658,615,73,702,488,348,403,152,80,11,23.5,5.5,5,26,11,43,13.5,0,1690,1822,1840,1773,1830,1759,1825,1832,13,fire-brigade
684,468,186,533,274,419,346,246,274,8.5,4,3,6,2,24.5,9.5,0,0,1791,1822,1814,1833,1830,1828,1809,1776,1788,fire-brigade
645,513,277,582,579,294,309,50,0,80.5,6,1.5,17,11,20,41.5,3.5,0,1841,1737,1813,1836,1841,1824,6,1847,0,fire-brigade
153,263,17,163,84,144,128,177,88,7.5,32.5,2,1.5,1,9,1,16,15,1841,1815,1837,1744,1833,1793,1768,6,1810,fire-brigade
334,307,190,439,201,218,307,217,290,11.5,32,0,5.5,3.5,29.5,2.5,1.5,46.5,1713,1701,7,40,1826,1756,1763,5,1842,fire-brigade
338,220,4,369,221,313,189,250,116,8.5,26.5,0,3.5,5.5,41.5,5.5,15,13,1823,1754,3,1724,1796,1842,1786,1835,1762,fire-brigade
110,227,2,139,322,185,208,193,134,2,34,0,0,9,24,2.5,1,9.5,1726,1703,2,1725,49,1789,1631,1752,1828,fire-brigade
247,225,31,361,255,217,333,197,119,10.5,29.5,4.5,6.5,4,27,2.5,3.5,17,1806,25,1839,1749,1843,1808,1552,21,22,fire-brigade
438,266,99,602,367,350,350,290,125,7.5,11,7,7,7,30,12,3,6,16,1806,1838,1591,1770,1611,1819,18,1785,fire-brigade
825,398,141,722,283,387,625,338,84,17,14.5,12,6.5,6,24.5,13.5,0,8,1837,1804,1796,1812,1796,1771,1796,1799,1822,fire-brigade
580,691,333,347,673,259,439,182,0,11,14.5,14.5,0,16.5,23.5,12.5,18.5,0,1795,1786,1780,1841,1811,1833,1832,1824,0,fire-brigade
690,410,228,647,241,249,450,176,39,12,5.5,21.5,22.5,14.5,26,18,19,0,30,1838,1786,1780,1820,1833,1801,1812,3,fire-brigade
359,262,110,420,387,345,147,167,48,4,4,4,5,8,28,3,9,0,1825,1768,1805,1845,1814,1722,1825,1733,14,fire-brigade
307,237,54,327,78,126,242,165,160,5.5,7,6,4.5,0,26.5,2,20,1.5,1647,1835,1799,1820,1820,19,1746,1616,6,fire-brigade
110,125,75,334,71,97,199,118,122,5.5,8.5,25.5,84.5,0,20.5,6,21,3,1833,1815,4,1571,1832,1770,32,1757,5,fire-brigade
167,209,80,201,83,86,138,122,115,4.5,15.5,14,9,0,31.5,8,1,14,1831,1841,13,1783,1827,1744,8,1811,1665,fire-brigade
179,161,12,280,78,145,195,123,118,4.5,14.5,0,5,0,34,4.5,0,0,1831,1821,1840,42,1825,10,1670,1822,1833,fire-brigade
168,131,110,259,55,84,111,120,111,2.5,0,21,2.5,0,9,1,9,0,1818,1817,1834,1651,1836,1800,7,1695,1756,fire-brigade
36,228,179,234,118,212,54,139,138,5.5,20.5,18.5,10.5,5,30,3,15.5,5,1843,1775,1696,1800,32,17,1816,1806,51,fire
89,365,23,116,171,192,10,140,110,4,12,0.5,17.5,3,7,0,17.5,0,1811,1651,26,12,11,1796,1836,1836,1821,fire
27,290,41,281,377,243,64,152,130,4,5,5.5,32.5,10.5,22,7,17.5,2,14,1740,1841,1594,1761,138,1787,65,1779,fire
18,299,23,149,214,115,77,123,103,3.5,14,0,10,6,88.5,2,4,5,5,1427,1814,1610,1506,9,1817,63,1807,fire
52,197,150,210,56,150,60,132,133,1,10.5,8.5,22,3.5,5.5,0,13.5,7.5,6,1728,1695,8,1820,1734,1829,1782,1814,fire
50,363,22,273,23,249,134,215,146,4.5,19,3,25,0,12,15,5.5,0,1828,1606,7,1796,1827,60,1771,19,1797,fire
207,252,92,162,5,199,163,190,137,9.5,18,4,2,0,3.5,14,9.5,12,1618,1812,12,1825,2,1741,1813,49,1819,fire
113,297,35,218,33,137,158,208,79,0,10,1.5,14,1.5,9,11.5,28,9,16,1636,1838,1715,1841,1836,1820,1791,1784,fire
48,263,89,229,38,170,156,182,49,3,11.5,7.5,15,0,12.5,18.5,22,6,11,1821,1836,17,21,8,1814,7,23,fire
121,279,64,244,145,211,174,178,137,9,11.5,9,13,0,12.5,13.5,13,22,1776,1710,1834,1783,76,6,1826,1801,1780,fire
309,172,167,223,101,244,266,203,74,4.5,18.5,5,3,19.5,20,6.5,24.5,12.5,1769,1819,1813,6,1817,1825,1822,1812,1816,fire
97,295,279,326,57,165,169,170,89,4,18.5,20,41,3,40,22.5,35.5,14.5,1784,23,1672,1806,1821,1789,1785,1799,1825,fire
97,247,218,255,72,174,161,153,75,3,26,16,17,0,19.5,11.5,11,10,1841,1708,1820,1839,16,1803,1778,1834,1786,fire
74,171,153,228,29,220,93,77,40,4,12.5,8.5,14.5,1,19.5,17.5,17.5,5.5,20,44,15,1729,1830,1787,26,7,1797,fire
164,176,211,207,14,243,72,193,59,4,28,9,23.5,2.5,36,19,33,0,15,1826,1752,1833,8,1820,8,1721,1804,fire
117,197,184,154,52,128,101,109,102,10,4.5,26.5,10.5,8.5,6,7.5,27,0,4,1826,13,1810,1834,1710,1833,1837,1813,fire
9,220,102,185,199,199,180,83,107,1,6.5,10,9,10.5,18,7,0,1,3,1810,8,1798,1810,3,1805,17,3,fire
13,229,124,203,122,164,150,98,110,2,8,13,10,12,8,5.5,0,0,3,1639,29,1821,1703,1779,1832,1793,1819,fire
65,193,142,155,89,156,89,63,109,3,7,4,4,8,4,10.5,10.5,0,1747,28,1800,1792,51,53,1840,1810,1806,fire
78,195,6,135,134,132,126,101,94,7,6,0,2.5,16,130.5,2,18.5,0,1832,1820,1841,1771,1818,24,7,1807,1831,fire
134,256,50,170,132,143,121,131,137,5,22,6.5,4,0,6,13.5,6,3,11,1819,21,1766,29,20,1841,14,1818,fire
330,358,31,304,633,181,129,194,281,16.5,17,4.5,0,0,5.5,7.5,0,10.5,1706,1517,1838,1828,21,1765,1838,1829,1792,fire
110,286,118,140,12,126,3,186,142,10.5,13.5,4,9,0,1,0,5.5,2,1816,1836,1811,1842,11,1832,2,1840,1809,fire
91,275,322,402,153,195,186,223,229,5,10.5,21,13.5,6,0,5.5,20.5,6.5,5,78,1838,1804,1810,1842,1843,1796,10,fire
118,263,46,56,267,41,79,242,104,5,19.5,3,8,8,2.5,0,22.5,0,3,1521,7,10,1797,1843,27,1752,31,fire
60,118,133,140,0,136,108,24,130,2.5,18,11.5,13,0,11,19.5,0.5,27,1832,1737,26,1777,0,1638,1728,11,1679,fire
116,153,123,103,0,99,100,75,117,11,16.5,10,10,0,5,12.5,7.5,18.5,1780,1653,4,1833,0,29,1815,1835,1639,fire
183,51,170,112,0,117,139,100,112,24.5,2,17.5,3,0,9,18,8.5,26.5,5,1781,20,1825,0,1737,1760,1726,1727,fire
227,14,256,99,0,111,132,123,102,9,3,38.5,0,0,6,17.5,7.5,19,1541,10,26,1831,0,1813,1813,1659,1684,fire
205,73,160,97,0,102,118,159,150,12.5,0,19.5,2.5,0,0,18,7,18.5,39,52,12,1795,0,1826,1810,1800,1757,fire
140,106,124,109,0,125,112,106,96,12.5,18.5,18.5,8,0,18,16.5,10,24,1696,10,1642,1834,0,1709,1789,1780,1744,fire
191,3,147,81,0,111,105,105,104,18.5,0,10,7,0,8,25.5,12,24,62,6,15,7,0,33,1756,1807,1751,fire
171,7,140,90,0,56,100,110,101,8,0,13.5,0,0,3.5,10.5,0,27,10,6,77,1833,0,1828,1796,39,1717,fire
128,4,146,50,0,102,127,68,133,7,0,7,0,0,6,15.5,0,28.5,23,4,27,6,0,1815,1826,1818,1769,fire
174,14,176,112,0,108,112,171,133,13,0.5,14.5,4,0,0.5,12.5,16.5,23.5,41,13,15,1703,0,1827,1816,1814,1754,fire
166,376,123,78,62,201,117,200,93,8,21.5,4,39.5,5,5,10,20,3,1839,1819,1790,6,1816,1819,5,1685,1782,fire
337,285,289,304,54,190,55,277,34,4,14.5,25,27,7.5,19,6.5,36,4,1786,1781,1832,1838,36,1814,1808,1698,30,fire
202,285,267,190,6,185,1,269,39,4.5,26,18,33.5,0,12,0,24,3,1628,1590,1582,1760,9,1818,2,1794,1819,fire
392,281,265,175,3,165,173,225,8,18.5,27.5,31,0,0,15,8.5,32,0.5,1816,1444,39,1818,2,1768,1821,1662,14,fire
367,207,349,145,19,187,136,231,2,28.5,29,23.5,0,1,12,9,29.5,0,1487,1709,114,1832,1830,1742,1734,17,6,fire
